IntID,ExtID,Type,Longitude,Latitude,uuid
4363,31418,B,32.14108600,-28.43203200,3F796D87-45C7-E611-AFEB-00505698216F
4364,31419,B,32.14036900,-28.43184300,40796D87-45C7-E611-AFEB-00505698216F
4365,31421,B,32.03115900,-28.27674700,41796D87-45C7-E611-AFEB-00505698216F
4366,31422,B,32.02242700,-28.27782100,42796D87-45C7-E611-AFEB-00505698216F
4370,31426,B,32.00327200,-28.31680700,46796D87-45C7-E611-AFEB-00505698216F
4373,31429,B,32.06815500,-28.38068700,49796D87-45C7-E611-AFEB-00505698216F
4376,31432,B,32.06745300,-28.35628600,4C796D87-45C7-E611-AFEB-00505698216F
4377,31433,B,32.06165100,-28.37681000,4D796D87-45C7-E611-AFEB-00505698216F
4378,31434,B,32.09464500,-28.40275100,4E796D87-45C7-E611-AFEB-00505698216F
4379,31435,B,32.07484600,-28.34669100,4F796D87-45C7-E611-AFEB-00505698216F
4380,31436,B,32.10306000,-28.39970500,50796D87-45C7-E611-AFEB-00505698216F
4381,31437,B,32.13124000,-28.39496300,51796D87-45C7-E611-AFEB-00505698216F
4382,31438,B,32.13005000,-28.37029900,52796D87-45C7-E611-AFEB-00505698216F
4383,31439,B,32.07800000,-28.44511000,53796D87-45C7-E611-AFEB-00505698216F
4384,31440,B,32.08048400,-28.44493400,54796D87-45C7-E611-AFEB-00505698216F
4385,31441,B,32.08298600,-28.44218400,55796D87-45C7-E611-AFEB-00505698216F
4387,31443,B,32.10431500,-28.42710400,57796D87-45C7-E611-AFEB-00505698216F
4388,31444,B,32.11530900,-28.42635400,58796D87-45C7-E611-AFEB-00505698216F
4389,31445,B,32.11568300,-28.42552600,59796D87-45C7-E611-AFEB-00505698216F
4390,31446,B,32.11986000,-28.42747400,5A796D87-45C7-E611-AFEB-00505698216F
4391,31447,B,32.12637300,-28.42449800,5B796D87-45C7-E611-AFEB-00505698216F
4392,31448,B,32.12884500,-28.34953900,5C796D87-45C7-E611-AFEB-00505698216F
4393,31449,B,32.13642800,-28.34747500,5D796D87-45C7-E611-AFEB-00505698216F
4394,31450,B,32.13524200,-28.38114900,5E796D87-45C7-E611-AFEB-00505698216F
4395,31451,B,32.14910100,-28.39148000,5F796D87-45C7-E611-AFEB-00505698216F
4396,31452,B,32.14690700,-28.39247400,60796D87-45C7-E611-AFEB-00505698216F
4397,31453,B,32.14924600,-28.39105500,61796D87-45C7-E611-AFEB-00505698216F
4398,31454,B,32.12346600,-28.42559100,62796D87-45C7-E611-AFEB-00505698216F
4399,31455,B,32.13594800,-28.40529100,63796D87-45C7-E611-AFEB-00505698216F
4400,31456,B,32.13586000,-28.41547200,64796D87-45C7-E611-AFEB-00505698216F
4401,31457,B,32.13813700,-28.40765000,65796D87-45C7-E611-AFEB-00505698216F
4402,31458,B,32.15532400,-28.40391600,66796D87-45C7-E611-AFEB-00505698216F
4403,31459,B,32.15432000,-28.40369900,67796D87-45C7-E611-AFEB-00505698216F
4404,31460,B,32.15406500,-28.40363600,68796D87-45C7-E611-AFEB-00505698216F
4405,31461,B,32.14949800,-28.40584400,69796D87-45C7-E611-AFEB-00505698216F
4406,31462,B,32.14920000,-28.40773900,6A796D87-45C7-E611-AFEB-00505698216F
4407,31463,B,32.16169000,-28.40056500,6B796D87-45C7-E611-AFEB-00505698216F
4408,31464,B,32.16355600,-28.39859600,6C796D87-45C7-E611-AFEB-00505698216F
4409,31465,B,32.17317300,-28.39425900,6D796D87-45C7-E611-AFEB-00505698216F
4410,31466,B,32.16822500,-28.39026800,6E796D87-45C7-E611-AFEB-00505698216F
4411,31467,B,32.16720300,-28.39030400,6F796D87-45C7-E611-AFEB-00505698216F
4412,31468,B,32.16742000,-28.39072100,70796D87-45C7-E611-AFEB-00505698216F
4413,31469,B,32.16644700,-28.39031900,71796D87-45C7-E611-AFEB-00505698216F
4414,31470,B,32.16077500,-28.41778500,72796D87-45C7-E611-AFEB-00505698216F
4415,31471,B,32.15829900,-28.42213800,73796D87-45C7-E611-AFEB-00505698216F
4417,31473,B,32.14868200,-28.33675100,75796D87-45C7-E611-AFEB-00505698216F
4418,31474,B,32.16250300,-28.32448100,76796D87-45C7-E611-AFEB-00505698216F
4419,31475,B,32.16729800,-28.30911800,77796D87-45C7-E611-AFEB-00505698216F
4420,31476,B,32.15301200,-28.30168400,78796D87-45C7-E611-AFEB-00505698216F
4421,31477,B,32.15053600,-28.30413500,79796D87-45C7-E611-AFEB-00505698216F
4422,31478,B,32.17002900,-28.30848300,7A796D87-45C7-E611-AFEB-00505698216F
4423,31479,B,32.13966700,-28.33473700,7B796D87-45C7-E611-AFEB-00505698216F
4424,31480,B,32.13938500,-28.33368800,7C796D87-45C7-E611-AFEB-00505698216F
4425,31481,B,32.13982700,-28.33371800,7D796D87-45C7-E611-AFEB-00505698216F
4426,31482,B,32.14798300,-28.34044600,7E796D87-45C7-E611-AFEB-00505698216F
4427,31483,B,32.16071000,-28.35609200,7F796D87-45C7-E611-AFEB-00505698216F
4428,31484,B,32.16034800,-28.35523800,80796D87-45C7-E611-AFEB-00505698216F
4429,31485,B,32.16553600,-28.35143800,81796D87-45C7-E611-AFEB-00505698216F
4430,31486,B,32.12158200,-28.26916000,82796D87-45C7-E611-AFEB-00505698216F
4431,31487,B,32.10602000,-28.19062700,83796D87-45C7-E611-AFEB-00505698216F
4432,31488,B,32.08860600,-28.19222200,84796D87-45C7-E611-AFEB-00505698216F
4433,31489,B,32.08900700,-28.17814300,85796D87-45C7-E611-AFEB-00505698216F
4434,31490,B,32.07868400,-28.19391600,86796D87-45C7-E611-AFEB-00505698216F
4435,31491,B,32.06991000,-28.20315200,87796D87-45C7-E611-AFEB-00505698216F
4436,31492,B,32.07584900,-28.22120000,88796D87-45C7-E611-AFEB-00505698216F
4438,31496,B,32.09823500,-28.17761100,8A796D87-45C7-E611-AFEB-00505698216F
4439,31567,B,32.15446900,-28.39977300,8B796D87-45C7-E611-AFEB-00505698216F
4440,31568,B,32.14878800,-28.39970800,8C796D87-45C7-E611-AFEB-00505698216F
4441,31569,B,32.14992900,-28.39845500,8D796D87-45C7-E611-AFEB-00505698216F
4442,31571,B,32.15581200,-28.39778000,8E796D87-45C7-E611-AFEB-00505698216F
4443,31572,B,32.15676200,-28.39620300,8F796D87-45C7-E611-AFEB-00505698216F
4444,31573,B,32.15652500,-28.39596000,90796D87-45C7-E611-AFEB-00505698216F
4445,31574,B,32.15639600,-28.39548400,91796D87-45C7-E611-AFEB-00505698216F
4446,31575,B,32.15569000,-28.39546600,92796D87-45C7-E611-AFEB-00505698216F
4447,31576,B,32.14707100,-28.39338200,93796D87-45C7-E611-AFEB-00505698216F
4448,31577,B,32.14784200,-28.38680000,94796D87-45C7-E611-AFEB-00505698216F
4449,31578,B,32.14780400,-28.38908900,95796D87-45C7-E611-AFEB-00505698216F
4450,31579,B,32.15853200,-28.40113700,96796D87-45C7-E611-AFEB-00505698216F
4451,31580,B,32.16148800,-28.40121300,97796D87-45C7-E611-AFEB-00505698216F
4452,31582,B,32.13430400,-28.39306900,98796D87-45C7-E611-AFEB-00505698216F
4453,31583,B,32.13671800,-28.37745300,99796D87-45C7-E611-AFEB-00505698216F
4454,31584,B,32.17187200,-28.38721100,9A796D87-45C7-E611-AFEB-00505698216F
4455,31585,B,32.11484000,-28.41978000,9B796D87-45C7-E611-AFEB-00505698216F
4456,31586,B,32.11526000,-28.42825200,9C796D87-45C7-E611-AFEB-00505698216F
4457,31587,B,32.12233700,-28.42986500,9D796D87-45C7-E611-AFEB-00505698216F
4458,31588,B,32.12397700,-28.42465100,9E796D87-45C7-E611-AFEB-00505698216F
4459,31589,B,32.10256400,-28.39444200,9F796D87-45C7-E611-AFEB-00505698216F
4460,31590,B,32.04860700,-28.35324600,A0796D87-45C7-E611-AFEB-00505698216F
4461,31874,B,32.02154600,-28.28374500,A1796D87-45C7-E611-AFEB-00505698216F
4462,31880,B,32.13190800,-28.36943700,A2796D87-45C7-E611-AFEB-00505698216F
4463,31881,B,32.13172900,-28.36448900,A3796D87-45C7-E611-AFEB-00505698216F
4464,31882,B,32.15435800,-28.36264300,A4796D87-45C7-E611-AFEB-00505698216F
4465,31883,B,32.15468700,-28.40440000,A5796D87-45C7-E611-AFEB-00505698216F
4466,31884,B,32.13634800,-28.40567100,A6796D87-45C7-E611-AFEB-00505698216F
4467,31885,B,32.15858900,-28.35834600,A7796D87-45C7-E611-AFEB-00505698216F
4468,31886,B,32.14327600,-28.31876400,A8796D87-45C7-E611-AFEB-00505698216F
4469,31910,B,32.16316700,-28.33447900,A9796D87-45C7-E611-AFEB-00505698216F
4470,31911,B,32.12572800,-28.33181500,AA796D87-45C7-E611-AFEB-00505698216F
4471,31912,B,32.17175300,-28.30445600,AB796D87-45C7-E611-AFEB-00505698216F
4472,31913,B,32.15519400,-28.30070200,AC796D87-45C7-E611-AFEB-00505698216F
4473,31932,B,32.15699100,-28.39693500,AD796D87-45C7-E611-AFEB-00505698216F
4478,31943,B,32.09854000,-28.18230800,B2796D87-45C7-E611-AFEB-00505698216F
4481,31946,B,32.14541200,-28.33962600,B5796D87-45C7-E611-AFEB-00505698216F
4485,31961,B,32.16471500,-28.36121100,B9796D87-45C7-E611-AFEB-00505698216F
4498,31974,B,32.14093400,-28.31225800,C5796D87-45C7-E611-AFEB-00505698216F
4504,31989,B,32.14191400,-28.31565700,CB796D87-45C7-E611-AFEB-00505698216F
4505,31992,B,32.10238100,-28.42703900,CC796D87-45C7-E611-AFEB-00505698216F
4513,32000,B,32.14923400,-28.38339400,D4796D87-45C7-E611-AFEB-00505698216F
4516,32003,B,32.16148800,-28.35955100,D7796D87-45C7-E611-AFEB-00505698216F
4517,32004,B,32.08368400,-28.41094000,D8796D87-45C7-E611-AFEB-00505698216F
4518,32006,B,32.06720900,-28.43920900,D9796D87-45C7-E611-AFEB-00505698216F
4542,32914,B,32.15487000,-28.29533900,F0796D87-45C7-E611-AFEB-00505698216F
4543,35000,B,32.13790500,-28.34630800,F1796D87-45C7-E611-AFEB-00505698216F
4544,35001,B,32.13782800,-28.34657300,F2796D87-45C7-E611-AFEB-00505698216F
4545,35002,B,32.13824000,-28.34680500,F3796D87-45C7-E611-AFEB-00505698216F
4547,35004,B,32.13972800,-28.34627500,F5796D87-45C7-E611-AFEB-00505698216F
4548,35005,B,32.13988400,-28.34571800,F6796D87-45C7-E611-AFEB-00505698216F
4549,35006,B,32.13921700,-28.34513800,F7796D87-45C7-E611-AFEB-00505698216F
4550,35007,B,32.13933500,-28.34413900,F8796D87-45C7-E611-AFEB-00505698216F
4551,35008,B,32.14463800,-28.34563600,F9796D87-45C7-E611-AFEB-00505698216F
4552,35009,B,32.14453800,-28.34476300,FA796D87-45C7-E611-AFEB-00505698216F
4553,35010,B,32.14496900,-28.34448600,FB796D87-45C7-E611-AFEB-00505698216F
4554,35011,B,32.14513700,-28.34372300,FC796D87-45C7-E611-AFEB-00505698216F
4555,35012,B,32.14593800,-28.34454100,FD796D87-45C7-E611-AFEB-00505698216F
4556,35013,B,32.14579300,-28.34498400,FE796D87-45C7-E611-AFEB-00505698216F
4557,35014,B,32.14529400,-28.34524100,FF796D87-45C7-E611-AFEB-00505698216F
4558,35015,B,32.14654500,-28.34353000,007A6D87-45C7-E611-AFEB-00505698216F
4559,35016,B,32.14683100,-28.34416200,017A6D87-45C7-E611-AFEB-00505698216F
4560,35017,B,32.14759000,-28.34292400,027A6D87-45C7-E611-AFEB-00505698216F
4561,35018,B,32.14703700,-28.34016200,037A6D87-45C7-E611-AFEB-00505698216F
4562,35020,B,32.14696500,-28.33957300,047A6D87-45C7-E611-AFEB-00505698216F
4563,35021,B,32.14837600,-28.33885000,057A6D87-45C7-E611-AFEB-00505698216F
4564,35022,B,32.14788800,-28.33923500,067A6D87-45C7-E611-AFEB-00505698216F
4565,35023,B,32.14944900,-28.34180200,077A6D87-45C7-E611-AFEB-00505698216F
4566,35024,B,32.14895700,-28.34107000,087A6D87-45C7-E611-AFEB-00505698216F
4567,35025,B,32.14954800,-28.34040600,097A6D87-45C7-E611-AFEB-00505698216F
4568,35026,B,32.15068500,-28.34116100,0A7A6D87-45C7-E611-AFEB-00505698216F
4569,35027,B,32.15166100,-28.34151800,0B7A6D87-45C7-E611-AFEB-00505698216F
4570,35028,B,32.15213400,-28.34101300,0C7A6D87-45C7-E611-AFEB-00505698216F
4571,35029,B,32.15348100,-28.33482400,0D7A6D87-45C7-E611-AFEB-00505698216F
4572,35030,B,32.15248500,-28.33442000,0E7A6D87-45C7-E611-AFEB-00505698216F
4573,35031,B,32.15231400,-28.33290900,0F7A6D87-45C7-E611-AFEB-00505698216F
4574,35032,B,32.15176100,-28.33332300,107A6D87-45C7-E611-AFEB-00505698216F
4575,35033,B,32.15148200,-28.33363000,117A6D87-45C7-E611-AFEB-00505698216F
4576,35034,B,32.15167700,-28.33391300,127A6D87-45C7-E611-AFEB-00505698216F
4577,35035,B,32.15219900,-28.33384800,137A6D87-45C7-E611-AFEB-00505698216F
4579,35038,B,32.15221500,-28.33508800,157A6D87-45C7-E611-AFEB-00505698216F
4580,35040,B,32.15215700,-28.33895800,167A6D87-45C7-E611-AFEB-00505698216F
4581,35041,B,32.16072900,-28.33653900,177A6D87-45C7-E611-AFEB-00505698216F
4582,35042,B,32.16295700,-28.33366900,187A6D87-45C7-E611-AFEB-00505698216F
4583,35043,B,32.16296400,-28.32882000,197A6D87-45C7-E611-AFEB-00505698216F
4584,35044,B,32.16164100,-28.32696200,1A7A6D87-45C7-E611-AFEB-00505698216F
4586,35046,B,32.16564200,-28.32636300,1C7A6D87-45C7-E611-AFEB-00505698216F
4587,35047,B,32.16478800,-28.32584500,1D7A6D87-45C7-E611-AFEB-00505698216F
4588,35048,B,32.16603500,-28.32457800,1E7A6D87-45C7-E611-AFEB-00505698216F
4589,35049,B,32.16674900,-28.32315500,1F7A6D87-45C7-E611-AFEB-00505698216F
4590,35052,B,32.16702300,-28.32058700,C0037F87-45C7-E611-AFEB-00505698216F
4591,35053,B,32.16719500,-28.31985800,207A6D87-45C7-E611-AFEB-00505698216F
4592,35054,B,32.16716400,-28.31860900,217A6D87-45C7-E611-AFEB-00505698216F
4593,35055,B,32.16851900,-28.31884600,227A6D87-45C7-E611-AFEB-00505698216F
4594,35056,B,32.16857200,-28.31811700,237A6D87-45C7-E611-AFEB-00505698216F
4595,35057,B,32.16944200,-28.31545100,247A6D87-45C7-E611-AFEB-00505698216F
4596,35058,B,32.17001400,-28.31451800,257A6D87-45C7-E611-AFEB-00505698216F
4597,35059,B,32.16992200,-28.31600600,267A6D87-45C7-E611-AFEB-00505698216F
4598,35060,B,32.17757100,-28.31433300,277A6D87-45C7-E611-AFEB-00505698216F
4599,35061,B,32.17836400,-28.31437300,287A6D87-45C7-E611-AFEB-00505698216F
4600,35062,B,32.17843300,-28.31357400,297A6D87-45C7-E611-AFEB-00505698216F
4601,35063,B,32.17902400,-28.31300500,2A7A6D87-45C7-E611-AFEB-00505698216F
4602,35064,B,32.17849000,-28.31273300,2B7A6D87-45C7-E611-AFEB-00505698216F
4603,35065,B,32.17672800,-28.31113400,2C7A6D87-45C7-E611-AFEB-00505698216F
4604,35066,B,32.17765500,-28.31083500,2D7A6D87-45C7-E611-AFEB-00505698216F
4605,35067,B,32.17855900,-28.31084200,2E7A6D87-45C7-E611-AFEB-00505698216F
4606,35068,B,32.18001700,-28.30945600,2F7A6D87-45C7-E611-AFEB-00505698216F
4607,35069,B,32.16763000,-28.32187100,307A6D87-45C7-E611-AFEB-00505698216F
4608,35070,B,32.18739900,-28.31442800,317A6D87-45C7-E611-AFEB-00505698216F
4609,35071,B,32.18935500,-28.31353700,327A6D87-45C7-E611-AFEB-00505698216F
4610,35072,B,32.18868000,-28.31420500,337A6D87-45C7-E611-AFEB-00505698216F
4611,35073,B,32.18974500,-28.31311000,347A6D87-45C7-E611-AFEB-00505698216F
4612,35074,B,32.19074400,-28.31226100,357A6D87-45C7-E611-AFEB-00505698216F
4613,35075,B,32.19022100,-28.30995900,367A6D87-45C7-E611-AFEB-00505698216F
4615,35078,B,32.17441600,-28.29758300,387A6D87-45C7-E611-AFEB-00505698216F
4616,35079,B,32.17368400,-28.29780500,397A6D87-45C7-E611-AFEB-00505698216F
4617,35080,B,32.17127300,-28.29804300,3A7A6D87-45C7-E611-AFEB-00505698216F
4618,35081,B,32.17099800,-28.29880200,3B7A6D87-45C7-E611-AFEB-00505698216F
4619,35083,B,32.16037400,-28.30256900,3C7A6D87-45C7-E611-AFEB-00505698216F
4620,35084,B,32.15416800,-28.31048000,3D7A6D87-45C7-E611-AFEB-00505698216F
4621,35086,B,32.15471700,-28.31183200,3E7A6D87-45C7-E611-AFEB-00505698216F
4622,35087,B,32.15358400,-28.31152500,3F7A6D87-45C7-E611-AFEB-00505698216F
4624,35089,B,32.15266900,-28.31345700,417A6D87-45C7-E611-AFEB-00505698216F
4625,35090,B,32.15422100,-28.31611400,427A6D87-45C7-E611-AFEB-00505698216F
4626,35091,B,32.15487000,-28.31702600,437A6D87-45C7-E611-AFEB-00505698216F
4628,35093,B,32.14643800,-28.31884800,447A6D87-45C7-E611-AFEB-00505698216F
4629,35094,B,32.14535500,-28.31802500,457A6D87-45C7-E611-AFEB-00505698216F
4630,35095,B,32.14197500,-28.32380200,467A6D87-45C7-E611-AFEB-00505698216F
4631,35096,B,32.14245200,-28.32461600,477A6D87-45C7-E611-AFEB-00505698216F
4632,35097,B,32.14174200,-28.32476100,487A6D87-45C7-E611-AFEB-00505698216F
4633,35098,B,32.14111700,-28.32447500,497A6D87-45C7-E611-AFEB-00505698216F
4634,35099,B,32.14269600,-28.33410300,4A7A6D87-45C7-E611-AFEB-00505698216F
4635,35100,B,32.14267700,-28.33526300,4B7A6D87-45C7-E611-AFEB-00505698216F
4636,35101,B,32.14207800,-28.33573800,4C7A6D87-45C7-E611-AFEB-00505698216F
4637,35103,B,32.14117400,-28.33643800,4D7A6D87-45C7-E611-AFEB-00505698216F
4638,35104,B,32.13945700,-28.33773300,4E7A6D87-45C7-E611-AFEB-00505698216F
4639,35105,B,32.13689400,-28.33796000,4F7A6D87-45C7-E611-AFEB-00505698216F
4640,35107,B,32.13554300,-28.33852000,507A6D87-45C7-E611-AFEB-00505698216F
4641,35108,B,32.13574900,-28.33921200,517A6D87-45C7-E611-AFEB-00505698216F
4642,35109,B,32.13636400,-28.33943900,527A6D87-45C7-E611-AFEB-00505698216F
4643,35110,B,32.13563500,-28.33965700,537A6D87-45C7-E611-AFEB-00505698216F
4644,35111,B,32.13554700,-28.34015800,547A6D87-45C7-E611-AFEB-00505698216F
4645,35112,B,32.13515000,-28.33959600,557A6D87-45C7-E611-AFEB-00505698216F
4646,35113,B,32.13516200,-28.33999800,567A6D87-45C7-E611-AFEB-00505698216F
4647,35114,B,32.13571900,-28.34076700,577A6D87-45C7-E611-AFEB-00505698216F
4648,35116,B,32.13558200,-28.34173400,587A6D87-45C7-E611-AFEB-00505698216F
4649,35117,B,32.13427300,-28.34170500,597A6D87-45C7-E611-AFEB-00505698216F
4650,35118,B,32.13408200,-28.34098000,5A7A6D87-45C7-E611-AFEB-00505698216F
4651,35119,B,32.13357500,-28.34006300,5B7A6D87-45C7-E611-AFEB-00505698216F
4652,35120,B,32.13394100,-28.33990100,5C7A6D87-45C7-E611-AFEB-00505698216F
4653,35121,B,32.13282000,-28.34177600,5D7A6D87-45C7-E611-AFEB-00505698216F
4654,35122,B,32.13228900,-28.34317000,5E7A6D87-45C7-E611-AFEB-00505698216F
4655,35123,B,32.13158000,-28.34368300,5F7A6D87-45C7-E611-AFEB-00505698216F
4656,35124,B,32.13084700,-28.34360500,607A6D87-45C7-E611-AFEB-00505698216F
4657,35125,B,32.13091600,-28.34456400,617A6D87-45C7-E611-AFEB-00505698216F
4658,35126,B,32.13222800,-28.34449600,627A6D87-45C7-E611-AFEB-00505698216F
4659,35127,B,32.13193100,-28.34497800,637A6D87-45C7-E611-AFEB-00505698216F
4660,35128,B,32.13134300,-28.34116900,647A6D87-45C7-E611-AFEB-00505698216F
4661,35129,B,32.13066100,-28.34125500,657A6D87-45C7-E611-AFEB-00505698216F
4662,35130,B,32.12974900,-28.34116500,667A6D87-45C7-E611-AFEB-00505698216F
4663,35131,B,32.12952000,-28.34129900,677A6D87-45C7-E611-AFEB-00505698216F
4664,35132,B,32.12941300,-28.34354200,687A6D87-45C7-E611-AFEB-00505698216F
4665,35133,B,32.12970700,-28.34292600,697A6D87-45C7-E611-AFEB-00505698216F
4666,35134,B,32.12993600,-28.34423800,6A7A6D87-45C7-E611-AFEB-00505698216F
4667,35135,B,32.12898200,-28.34399000,6B7A6D87-45C7-E611-AFEB-00505698216F
4668,35136,B,32.12857000,-28.34346900,6C7A6D87-45C7-E611-AFEB-00505698216F
4669,35138,B,32.12767000,-28.34369600,6D7A6D87-45C7-E611-AFEB-00505698216F
4670,35139,B,32.12660600,-28.34179900,6E7A6D87-45C7-E611-AFEB-00505698216F
4672,35141,B,32.12770400,-28.33056500,707A6D87-45C7-E611-AFEB-00505698216F
4673,35142,B,32.12789100,-28.32986300,717A6D87-45C7-E611-AFEB-00505698216F
4674,35143,B,32.12722400,-28.33019000,727A6D87-45C7-E611-AFEB-00505698216F
4675,35144,B,32.12624300,-28.32990900,737A6D87-45C7-E611-AFEB-00505698216F
4676,35145,B,32.12445800,-28.32853600,747A6D87-45C7-E611-AFEB-00505698216F
4677,35146,B,32.12524000,-28.32794500,757A6D87-45C7-E611-AFEB-00505698216F
4678,35147,B,32.12608300,-28.32957300,767A6D87-45C7-E611-AFEB-00505698216F
4679,35148,B,32.12625800,-28.32882000,777A6D87-45C7-E611-AFEB-00505698216F
4680,35149,B,32.12695600,-28.32907400,787A6D87-45C7-E611-AFEB-00505698216F
4681,35150,B,32.12742600,-28.32896500,797A6D87-45C7-E611-AFEB-00505698216F
4682,35151,B,32.12722700,-28.32867700,7A7A6D87-45C7-E611-AFEB-00505698216F
4683,35152,B,32.12568200,-28.32692400,7B7A6D87-45C7-E611-AFEB-00505698216F
4684,35153,B,32.12651400,-28.32585000,7C7A6D87-45C7-E611-AFEB-00505698216F
4685,35154,B,32.12986700,-28.32842300,7D7A6D87-45C7-E611-AFEB-00505698216F
4686,35155,B,32.12990500,-28.32870000,7E7A6D87-45C7-E611-AFEB-00505698216F
4687,35156,B,32.12918800,-28.32811400,7F7A6D87-45C7-E611-AFEB-00505698216F
4688,35157,B,32.12823100,-28.32745100,807A6D87-45C7-E611-AFEB-00505698216F
4689,35158,B,32.12987100,-28.32967100,817A6D87-45C7-E611-AFEB-00505698216F
4690,35159,B,32.13109200,-28.32926800,827A6D87-45C7-E611-AFEB-00505698216F
4691,35160,B,32.16743100,-28.29962800,837A6D87-45C7-E611-AFEB-00505698216F
4692,35161,B,32.15806600,-28.29153900,847A6D87-45C7-E611-AFEB-00505698216F
4693,35162,B,32.15777300,-28.29360700,857A6D87-45C7-E611-AFEB-00505698216F
4694,35163,B,32.15849400,-28.29400500,867A6D87-45C7-E611-AFEB-00505698216F
4695,35165,B,32.16047300,-28.29403200,877A6D87-45C7-E611-AFEB-00505698216F
4696,35166,B,32.16108400,-28.29397900,887A6D87-45C7-E611-AFEB-00505698216F
4697,35167,B,32.16125900,-28.29325200,897A6D87-45C7-E611-AFEB-00505698216F
4698,35168,B,32.16274300,-28.29551800,8A7A6D87-45C7-E611-AFEB-00505698216F
4699,35169,B,32.16187000,-28.29630000,8B7A6D87-45C7-E611-AFEB-00505698216F
4700,35170,B,32.16201500,-28.29704200,8C7A6D87-45C7-E611-AFEB-00505698216F
4701,35171,B,32.16236200,-28.29969300,8D7A6D87-45C7-E611-AFEB-00505698216F
4702,35173,B,32.14883400,-28.35149400,8E7A6D87-45C7-E611-AFEB-00505698216F
4703,35174,B,32.14937600,-28.35106300,8F7A6D87-45C7-E611-AFEB-00505698216F
4704,35175,B,32.14966600,-28.35240000,907A6D87-45C7-E611-AFEB-00505698216F
4705,35176,B,32.15052900,-28.35237700,917A6D87-45C7-E611-AFEB-00505698216F
4706,35177,B,32.15004000,-28.35025600,927A6D87-45C7-E611-AFEB-00505698216F
4707,35178,B,32.15256900,-28.34927500,937A6D87-45C7-E611-AFEB-00505698216F
4708,35179,B,32.15354600,-28.34980700,947A6D87-45C7-E611-AFEB-00505698216F
4709,35180,B,32.15777300,-28.35453000,957A6D87-45C7-E611-AFEB-00505698216F
4710,35181,B,32.15766200,-28.35493100,967A6D87-45C7-E611-AFEB-00505698216F
4711,35182,B,32.15801300,-28.35572400,977A6D87-45C7-E611-AFEB-00505698216F
4712,35183,B,32.15821500,-28.35388500,987A6D87-45C7-E611-AFEB-00505698216F
4713,35184,B,32.16413600,-28.35473000,997A6D87-45C7-E611-AFEB-00505698216F
4714,35186,B,32.16330000,-28.35582500,9A7A6D87-45C7-E611-AFEB-00505698216F
4715,35187,B,32.16101500,-28.35659900,9B7A6D87-45C7-E611-AFEB-00505698216F
4716,35189,B,32.16093900,-28.35747800,9C7A6D87-45C7-E611-AFEB-00505698216F
4717,35190,B,32.10657000,-28.27273600,9D7A6D87-45C7-E611-AFEB-00505698216F
4718,35191,B,32.10679900,-28.27253000,9E7A6D87-45C7-E611-AFEB-00505698216F
4719,35192,B,32.10693600,-28.27161400,9F7A6D87-45C7-E611-AFEB-00505698216F
4720,35193,B,32.10798100,-28.27176100,A07A6D87-45C7-E611-AFEB-00505698216F
4722,35195,B,32.10966700,-28.27151900,A27A6D87-45C7-E611-AFEB-00505698216F
4723,35196,B,32.11062100,-28.27242500,A37A6D87-45C7-E611-AFEB-00505698216F
4724,35198,B,32.10920200,-28.27401900,A47A6D87-45C7-E611-AFEB-00505698216F
4725,35200,B,32.10951900,-28.26954400,A57A6D87-45C7-E611-AFEB-00505698216F
4726,35202,B,32.11072800,-28.26835500,A67A6D87-45C7-E611-AFEB-00505698216F
4727,35203,B,32.11042600,-28.26626300,A77A6D87-45C7-E611-AFEB-00505698216F
4728,35205,B,32.11382600,-28.26139000,A87A6D87-45C7-E611-AFEB-00505698216F
4729,35206,B,32.11485600,-28.26053900,A97A6D87-45C7-E611-AFEB-00505698216F
4730,35207,B,32.11392200,-28.26081000,AA7A6D87-45C7-E611-AFEB-00505698216F
4731,35208,B,32.11042600,-28.25927400,AB7A6D87-45C7-E611-AFEB-00505698216F
4732,35209,B,32.11129600,-28.26009300,AC7A6D87-45C7-E611-AFEB-00505698216F
4733,35210,B,32.11096400,-28.25841800,AD7A6D87-45C7-E611-AFEB-00505698216F
4734,35211,B,32.11140400,-28.25779800,AE7A6D87-45C7-E611-AFEB-00505698216F
4735,35212,B,32.11322700,-28.25729700,AF7A6D87-45C7-E611-AFEB-00505698216F
4736,35213,B,32.15967200,-28.33406000,B07A6D87-45C7-E611-AFEB-00505698216F
4737,35214,B,32.14250100,-28.33442200,B17A6D87-45C7-E611-AFEB-00505698216F
4738,35216,B,32.10694400,-28.25994800,B27A6D87-45C7-E611-AFEB-00505698216F
4739,35217,B,32.10733300,-28.25820800,B37A6D87-45C7-E611-AFEB-00505698216F
4740,35219,B,32.10883900,-28.25627200,B47A6D87-45C7-E611-AFEB-00505698216F
4741,35220,B,32.11319700,-28.25919600,B57A6D87-45C7-E611-AFEB-00505698216F
4742,35221,B,32.11246800,-28.25873100,B67A6D87-45C7-E611-AFEB-00505698216F
4743,35222,B,32.11282700,-28.25569100,B77A6D87-45C7-E611-AFEB-00505698216F
4744,35223,B,32.11009100,-28.25595400,B87A6D87-45C7-E611-AFEB-00505698216F
4746,35227,B,32.10993800,-28.25065400,BA7A6D87-45C7-E611-AFEB-00505698216F
4747,35228,B,32.11066300,-28.25224500,BB7A6D87-45C7-E611-AFEB-00505698216F
