IntID,ExtID,Type,Longitude,Latitude,uuid,cluster
5024,36000,B,32.077421,-28.361539,cf7b6d87-45c7-e611-afeb-00505698216f,4171
5025,36001,B,32.077485,-28.360478,d07b6d87-45c7-e611-afeb-00505698216f,4171
5026,36002,B,32.077699,-28.358779,d17b6d87-45c7-e611-afeb-00505698216f,4171
5027,36003,B,32.078145,-28.358939,d27b6d87-45c7-e611-afeb-00505698216f,4170
5028,36004,B,32.07866,-28.358546,d37b6d87-45c7-e611-afeb-00505698216f,4170
5029,36005,B,32.05869,-28.407272,d47b6d87-45c7-e611-afeb-00505698216f,3757
5030,36006,B,32.057649,-28.407831,d57b6d87-45c7-e611-afeb-00505698216f,3758
5031,36007,B,32.05845,-28.408239,d67b6d87-45c7-e611-afeb-00505698216f,3758
5032,36008,B,32.070074,-28.411398,d77b6d87-45c7-e611-afeb-00505698216f,3763
5033,36009,B,32.06841,-28.409751,d87b6d87-45c7-e611-afeb-00505698216f,3763
5034,36010,B,32.069395,-28.407371,d97b6d87-45c7-e611-afeb-00505698216f,3762
5035,36012,B,32.066804,-28.379379,da7b6d87-45c7-e611-afeb-00505698216f,4206
5036,36013,B,32.072378,-28.376571,db7b6d87-45c7-e611-afeb-00505698216f,4204
5038,36015,B,32.078744,-28.378374,dd7b6d87-45c7-e611-afeb-00505698216f,4158
5039,36016,B,32.073621,-28.379335,de7b6d87-45c7-e611-afeb-00505698216f,4205
5040,36017,B,32.073064,-28.377975,df7b6d87-45c7-e611-afeb-00505698216f,4205
5041,36018,B,32.080102,-28.379337,e07b6d87-45c7-e611-afeb-00505698216f,4158
5042,36019,B,32.080869,-28.380874,e17b6d87-45c7-e611-afeb-00505698216f,4157
5043,36021,B,32.08101,-28.383716,e27b6d87-45c7-e611-afeb-00505698216f,4154
5044,36022,B,32.081315,-28.383308,e37b6d87-45c7-e611-afeb-00505698216f,4155
5045,36023,B,32.081483,-28.384372,e47b6d87-45c7-e611-afeb-00505698216f,4154
5046,36024,B,32.077688,-28.395987,e57b6d87-45c7-e611-afeb-00505698216f,4144
5047,36025,B,32.077085,-28.395417,e67b6d87-45c7-e611-afeb-00505698216f,4146
5048,36026,B,32.076723,-28.396178,e77b6d87-45c7-e611-afeb-00505698216f,4145
5049,36027,B,32.075372,-28.396308,e87b6d87-45c7-e611-afeb-00505698216f,4145
5050,36029,B,32.076036,-28.395472,e97b6d87-45c7-e611-afeb-00505698216f,4145
5051,36030,B,32.076181,-28.394503,ea7b6d87-45c7-e611-afeb-00505698216f,4146
5052,36031,B,32.076688,-28.393832,eb7b6d87-45c7-e611-afeb-00505698216f,4149
5053,36032,B,32.092486,-28.375785,ec7b6d87-45c7-e611-afeb-00505698216f,4161
5054,36033,B,32.139236,-28.354795,ed7b6d87-45c7-e611-afeb-00505698216f,1069
5055,36034,B,32.140541,-28.354334,ee7b6d87-45c7-e611-afeb-00505698216f,1066
5056,36035,B,32.143169,-28.352886,ef7b6d87-45c7-e611-afeb-00505698216f,1068
5057,36036,B,32.14344,-28.351951,f07b6d87-45c7-e611-afeb-00505698216f,1068
5058,36037,B,32.127918,-28.345728,f17b6d87-45c7-e611-afeb-00505698216f,1419
5059,36038,B,32.12833,-28.346355,f27b6d87-45c7-e611-afeb-00505698216f,1418
5060,36039,B,32.122867,-28.348701,f37b6d87-45c7-e611-afeb-00505698216f,3462
5061,36040,B,32.124,-28.348715,f47b6d87-45c7-e611-afeb-00505698216f,3462
5062,36041,B,32.125091,-28.349598,f57b6d87-45c7-e611-afeb-00505698216f,3462
5063,36042,B,32.126174,-28.349148,f67b6d87-45c7-e611-afeb-00505698216f,3463
5064,36043,B,32.12796,-28.348999,f77b6d87-45c7-e611-afeb-00505698216f,1053
5065,36044,B,32.128082,-28.350769,f87b6d87-45c7-e611-afeb-00505698216f,1052
5066,36045,B,32.135334,-28.370471,f97b6d87-45c7-e611-afeb-00505698216f,3907
5067,36046,B,32.135921,-28.370198,fa7b6d87-45c7-e611-afeb-00505698216f,3907
5068,36047,B,32.136653,-28.370185,fb7b6d87-45c7-e611-afeb-00505698216f,3907
5069,36048,B,32.136951,-28.369841,fc7b6d87-45c7-e611-afeb-00505698216f,3907
5070,36049,B,32.135932,-28.369212,fd7b6d87-45c7-e611-afeb-00505698216f,3907
5071,36050,B,32.136608,-28.368083,fe7b6d87-45c7-e611-afeb-00505698216f,3908
5072,36052,B,32.132087,-28.393475,ff7b6d87-45c7-e611-afeb-00505698216f,1369
5073,36053,B,32.130828,-28.393403,007c6d87-45c7-e611-afeb-00505698216f,1369
5074,36054,B,32.130905,-28.393105,017c6d87-45c7-e611-afeb-00505698216f,1369
5075,36055,B,32.130901,-28.392598,027c6d87-45c7-e611-afeb-00505698216f,1368
5076,36056,B,32.131622,-28.39453,037c6d87-45c7-e611-afeb-00505698216f,1369
5077,36059,B,32.128082,-28.386959,047c6d87-45c7-e611-afeb-00505698216f,1385
5078,36061,B,32.128913,-28.389638,057c6d87-45c7-e611-afeb-00505698216f,1371
5079,36062,B,32.105498,-28.402947,067c6d87-45c7-e611-afeb-00505698216f,945
5080,36063,B,32.100348,-28.403557,077c6d87-45c7-e611-afeb-00505698216f,948
5081,36065,B,32.101588,-28.395604,087c6d87-45c7-e611-afeb-00505698216f,939
5082,36066,B,32.098605,-28.396191,097c6d87-45c7-e611-afeb-00505698216f,941
5083,36067,B,32.10583,-28.392624,0a7c6d87-45c7-e611-afeb-00505698216f,938
5084,36068,B,32.151257,-28.361859,0b7c6d87-45c7-e611-afeb-00505698216f,3915
5085,36069,B,32.153287,-28.361983,0c7c6d87-45c7-e611-afeb-00505698216f,3302
5086,36070,B,32.152596,-28.361771,0d7c6d87-45c7-e611-afeb-00505698216f,3915
5087,36072,B,32.15429,-28.363023,0e7c6d87-45c7-e611-afeb-00505698216f,3303
5088,36074,B,32.153504,-28.361558,0f7c6d87-45c7-e611-afeb-00505698216f,3302
5089,36075,B,32.153374,-28.361367,107c6d87-45c7-e611-afeb-00505698216f,3302
5090,36076,B,32.154206,-28.361319,117c6d87-45c7-e611-afeb-00505698216f,3302
5091,36077,B,32.153504,-28.360907,127c6d87-45c7-e611-afeb-00505698216f,3302
5092,36079,B,32.152981,-28.360284,137c6d87-45c7-e611-afeb-00505698216f,3300
5093,36080,B,32.1526,-28.360608,147c6d87-45c7-e611-afeb-00505698216f,3301
5094,36081,B,32.152333,-28.360886,157c6d87-45c7-e611-afeb-00505698216f,3301
5095,36082,B,32.159524,-28.363764,167c6d87-45c7-e611-afeb-00505698216f,3308
5096,36083,B,32.152665,-28.360976,177c6d87-45c7-e611-afeb-00505698216f,3301
5097,36084,B,32.089339,-28.434958,187c6d87-45c7-e611-afeb-00505698216f,3796
5098,36085,B,32.095236,-28.432974,197c6d87-45c7-e611-afeb-00505698216f,3799
5100,36087,B,32.096289,-28.432396,1b7c6d87-45c7-e611-afeb-00505698216f,3800
5101,36088,B,32.096564,-28.431509,1c7c6d87-45c7-e611-afeb-00505698216f,3801
5102,36089,B,32.069848,-28.423102,1d7c6d87-45c7-e611-afeb-00505698216f,4119
5103,36090,B,32.069246,-28.423777,1e7c6d87-45c7-e611-afeb-00505698216f,4119
5104,36091,B,32.091052,-28.40625,1f7c6d87-45c7-e611-afeb-00505698216f,3770
5105,36092,B,32.090533,-28.406145,207c6d87-45c7-e611-afeb-00505698216f,3769
5106,36093,B,32.089438,-28.407127,217c6d87-45c7-e611-afeb-00505698216f,3769
5107,36094,B,32.087874,-28.407829,227c6d87-45c7-e611-afeb-00505698216f,3769
5110,36097,B,32.098624,-28.429688,257c6d87-45c7-e611-afeb-00505698216f,3782
5111,36098,B,32.107478,-28.424025,267c6d87-45c7-e611-afeb-00505698216f,3802
5112,36100,B,32.109839,-28.423687,277c6d87-45c7-e611-afeb-00505698216f,3803
5113,36101,B,32.110758,-28.423842,287c6d87-45c7-e611-afeb-00505698216f,3803
5114,36102,B,32.115382,-28.423261,297c6d87-45c7-e611-afeb-00505698216f,3815
5115,36104,B,32.116106,-28.422687,2a7c6d87-45c7-e611-afeb-00505698216f,3814
5116,36105,B,32.11674,-28.422147,2b7c6d87-45c7-e611-afeb-00505698216f,3814
5117,36106,B,32.116599,-28.423573,2c7c6d87-45c7-e611-afeb-00505698216f,3815
5118,36107,B,32.117102,-28.423502,2d7c6d87-45c7-e611-afeb-00505698216f,3814
5119,36108,B,32.125598,-28.424265,2e7c6d87-45c7-e611-afeb-00505698216f,901
5120,36111,B,32.125778,-28.426259,2f7c6d87-45c7-e611-afeb-00505698216f,901
5121,36112,B,32.126937,-28.427945,307c6d87-45c7-e611-afeb-00505698216f,900
5122,36113,B,32.116965,-28.427975,317c6d87-45c7-e611-afeb-00505698216f,3817
5123,36117,B,32.117796,-28.419805,327c6d87-45c7-e611-afeb-00505698216f,3813
5124,36118,B,32.11785,-28.420572,337c6d87-45c7-e611-afeb-00505698216f,3818
5125,36119,B,32.119036,-28.421167,347c6d87-45c7-e611-afeb-00505698216f,911
5126,36121,B,32.120654,-28.421142,357c6d87-45c7-e611-afeb-00505698216f,911
5128,36124,B,32.132614,-28.409431,377c6d87-45c7-e611-afeb-00505698216f,1340
5129,36125,B,32.132877,-28.40895,387c6d87-45c7-e611-afeb-00505698216f,1340
5130,36126,B,32.134315,-28.409347,397c6d87-45c7-e611-afeb-00505698216f,3835
5131,36127,B,32.136226,-28.405964,3a7c6d87-45c7-e611-afeb-00505698216f,1334
5132,36129,B,32.136806,-28.404605,3b7c6d87-45c7-e611-afeb-00505698216f,1332
5133,36130,B,32.136985,-28.404193,3c7c6d87-45c7-e611-afeb-00505698216f,1331
5134,36131,B,32.137516,-28.404561,3d7c6d87-45c7-e611-afeb-00505698216f,1331
5135,36132,B,32.138443,-28.403803,3e7c6d87-45c7-e611-afeb-00505698216f,1331
5136,36135,B,32.137657,-28.404008,3f7c6d87-45c7-e611-afeb-00505698216f,1330
5137,36136,B,32.142688,-28.402194,407c6d87-45c7-e611-afeb-00505698216f,1324
5139,36138,B,32.144443,-28.409124,427c6d87-45c7-e611-afeb-00505698216f,3840
5140,36139,B,32.14429,-28.409853,437c6d87-45c7-e611-afeb-00505698216f,3842
5141,36140,B,32.14653,-28.403559,447c6d87-45c7-e611-afeb-00505698216f,3886
5142,36141,B,32.146919,-28.40367,457c6d87-45c7-e611-afeb-00505698216f,3886
5143,36142,B,32.147121,-28.4037,467c6d87-45c7-e611-afeb-00505698216f,3886
5144,36143,B,32.146472,-28.403159,477c6d87-45c7-e611-afeb-00505698216f,3886
5145,36144,B,32.174523,-28.383213,487c6d87-45c7-e611-afeb-00505698216f,1198
5146,36145,B,32.174492,-28.383451,497c6d87-45c7-e611-afeb-00505698216f,1199
5147,36146,B,32.174618,-28.383518,4a7c6d87-45c7-e611-afeb-00505698216f,1199
5148,36148,B,32.174916,-28.383993,4b7c6d87-45c7-e611-afeb-00505698216f,1200
5149,36149,B,32.171815,-28.389124,4c7c6d87-45c7-e611-afeb-00505698216f,1277
5150,36150,B,32.172638,-28.388874,4d7c6d87-45c7-e611-afeb-00505698216f,1277
5151,36151,B,32.173733,-28.388014,4e7c6d87-45c7-e611-afeb-00505698216f,1206
5152,36152,B,32.173165,-28.391656,4f7c6d87-45c7-e611-afeb-00505698216f,3939
5153,36153,B,32.173035,-28.391865,507c6d87-45c7-e611-afeb-00505698216f,3938
5154,36154,B,32.172696,-28.391717,517c6d87-45c7-e611-afeb-00505698216f,3939
5155,36155,B,32.172322,-28.391911,527c6d87-45c7-e611-afeb-00505698216f,3938
5156,36156,B,32.173527,-28.390402,537c6d87-45c7-e611-afeb-00505698216f,1211
5157,36157,B,32.161809,-28.400767,547c6d87-45c7-e611-afeb-00505698216f,1239
5158,36159,B,32.162263,-28.400046,557c6d87-45c7-e611-afeb-00505698216f,1239
5159,36160,B,32.162217,-28.400344,567c6d87-45c7-e611-afeb-00505698216f,1238
5160,36162,B,32.162358,-28.399817,577c6d87-45c7-e611-afeb-00505698216f,1239
5161,36168,B,32.161835,-28.401404,587c6d87-45c7-e611-afeb-00505698216f,1240
5162,36170,B,32.162644,-28.401957,597c6d87-45c7-e611-afeb-00505698216f,1243
5163,36171,B,32.161194,-28.401869,5a7c6d87-45c7-e611-afeb-00505698216f,1240
5164,36172,B,32.160901,-28.402571,5b7c6d87-45c7-e611-afeb-00505698216f,1241
5165,36174,B,32.160622,-28.403264,5c7c6d87-45c7-e611-afeb-00505698216f,1242
5166,36176,B,32.159245,-28.400971,5d7c6d87-45c7-e611-afeb-00505698216f,1241
5167,36178,B,32.158063,-28.401433,5e7c6d87-45c7-e611-afeb-00505698216f,1247
5168,36179,B,32.158005,-28.400857,5f7c6d87-45c7-e611-afeb-00505698216f,3872
5169,36180,B,32.13755,-28.359849,607c6d87-45c7-e611-afeb-00505698216f,3921
5170,36181,B,32.134674,-28.376482,617c6d87-45c7-e611-afeb-00505698216f,1390
5171,36182,B,32.134853,-28.378391,627c6d87-45c7-e611-afeb-00505698216f,1405
5172,36185,B,32.123199,-28.405329,637c6d87-45c7-e611-afeb-00505698216f,921
5173,36186,B,32.118353,-28.398467,647c6d87-45c7-e611-afeb-00505698216f,1375
5174,36187,B,32.06439,-28.353039,657c6d87-45c7-e611-afeb-00505698216f,3536
5175,36188,B,32.072061,-28.394953,667c6d87-45c7-e611-afeb-00505698216f,4147
5176,36189,B,32.141544,-28.416898,677c6d87-45c7-e611-afeb-00505698216f,3827
5177,36190,B,32.141414,-28.416952,687c6d87-45c7-e611-afeb-00505698216f,3828
5178,36191,B,32.14114,-28.416664,697c6d87-45c7-e611-afeb-00505698216f,3828
5179,36192,B,32.137168,-28.424092,6a7c6d87-45c7-e611-afeb-00505698216f,89
5180,36193,B,32.136657,-28.424508,6b7c6d87-45c7-e611-afeb-00505698216f,3819
5182,36195,B,32.131904,-28.425425,6d7c6d87-45c7-e611-afeb-00505698216f,898
5183,36197,B,32.145416,-28.440491,6e7c6d87-45c7-e611-afeb-00505698216f,628
5184,36198,B,32.145408,-28.440236,6f7c6d87-45c7-e611-afeb-00505698216f,628
5185,36199,B,32.14537,-28.440753,707c6d87-45c7-e611-afeb-00505698216f,628
5186,36200,B,32.145286,-28.441037,717c6d87-45c7-e611-afeb-00505698216f,628
5188,36202,B,32.145248,-28.441308,727c6d87-45c7-e611-afeb-00505698216f,627
5189,36203,B,32.144989,-28.441331,737c6d87-45c7-e611-afeb-00505698216f,628
5190,36204,B,32.144973,-28.441997,747c6d87-45c7-e611-afeb-00505698216f,626
5191,36205,B,32.144935,-28.442337,757c6d87-45c7-e611-afeb-00505698216f,639
5192,36206,B,32.14978,-28.439093,767c6d87-45c7-e611-afeb-00505698216f,618
5193,36207,B,32.150184,-28.439339,777c6d87-45c7-e611-afeb-00505698216f,619
5194,36208,B,32.150398,-28.439211,787c6d87-45c7-e611-afeb-00505698216f,621
5195,36209,B,32.151096,-28.439589,797c6d87-45c7-e611-afeb-00505698216f,620
5196,36210,B,32.150642,-28.439822,7a7c6d87-45c7-e611-afeb-00505698216f,620
5197,36211,B,32.151069,-28.44023,7b7c6d87-45c7-e611-afeb-00505698216f,620
5198,36213,B,32.151378,-28.440716,7c7c6d87-45c7-e611-afeb-00505698216f,592
5199,36214,B,32.150062,-28.442638,7d7c6d87-45c7-e611-afeb-00505698216f,622
5200,36215,B,32.149814,-28.441579,7e7c6d87-45c7-e611-afeb-00505698216f,622
5201,36216,B,32.14764,-28.44161,7f7c6d87-45c7-e611-afeb-00505698216f,623
5202,36217,B,32.159234,-28.441178,807c6d87-45c7-e611-afeb-00505698216f,580
5203,36218,B,32.1587,-28.441157,817c6d87-45c7-e611-afeb-00505698216f,580
5204,36219,B,32.159062,-28.44072,827c6d87-45c7-e611-afeb-00505698216f,580
5205,36220,B,32.1587,-28.44027,837c6d87-45c7-e611-afeb-00505698216f,579
5206,36221,B,32.153821,-28.404269,847c6d87-45c7-e611-afeb-00505698216f,3882
5207,36222,B,32.153756,-28.404505,857c6d87-45c7-e611-afeb-00505698216f,3883
5208,36223,B,32.15337,-28.404511,867c6d87-45c7-e611-afeb-00505698216f,3883
5209,36225,B,32.153359,-28.404997,877c6d87-45c7-e611-afeb-00505698216f,221
5210,36227,B,32.153729,-28.405106,887c6d87-45c7-e611-afeb-00505698216f,221
5211,36228,B,32.154294,-28.404463,897c6d87-45c7-e611-afeb-00505698216f,3880
5212,36230,B,32.145965,-28.395445,8a7c6d87-45c7-e611-afeb-00505698216f,1316
5213,36231,B,32.146255,-28.394742,8b7c6d87-45c7-e611-afeb-00505698216f,1316
5214,36233,B,32.145919,-28.394002,8c7c6d87-45c7-e611-afeb-00505698216f,1314
5215,36234,B,32.145729,-28.393412,8d7c6d87-45c7-e611-afeb-00505698216f,1314
5216,36238,B,32.147998,-28.392598,8e7c6d87-45c7-e611-afeb-00505698216f,1313
5217,36239,B,32.145446,-28.391381,8f7c6d87-45c7-e611-afeb-00505698216f,1315
5218,36240,B,32.145446,-28.390574,907c6d87-45c7-e611-afeb-00505698216f,1315
5219,36241,B,32.14801,-28.409154,917c6d87-45c7-e611-afeb-00505698216f,3844
5220,36242,B,32.14941,-28.387666,927c6d87-45c7-e611-afeb-00505698216f,3928
5221,36243,B,32.150093,-28.389106,937c6d87-45c7-e611-afeb-00505698216f,1307
5222,36244,B,32.150978,-28.389667,947c6d87-45c7-e611-afeb-00505698216f,1307
5223,36245,B,32.150917,-28.390005,957c6d87-45c7-e611-afeb-00505698216f,1306
5224,36246,B,32.150173,-28.390141,967c6d87-45c7-e611-afeb-00505698216f,1307
5225,36247,B,32.149955,-28.390809,977c6d87-45c7-e611-afeb-00505698216f,1308
5226,36248,B,32.15092,-28.39037,987c6d87-45c7-e611-afeb-00505698216f,1306
5227,36249,B,32.150669,-28.39124,997c6d87-45c7-e611-afeb-00505698216f,1312
5228,36250,B,32.150116,-28.39127,9a7c6d87-45c7-e611-afeb-00505698216f,1308
5230,36252,B,32.151058,-28.391978,9c7c6d87-45c7-e611-afeb-00505698216f,1305
5231,36253,B,32.151557,-28.392605,9d7c6d87-45c7-e611-afeb-00505698216f,1303
5232,36254,B,32.151603,-28.392424,9e7c6d87-45c7-e611-afeb-00505698216f,1303
5233,36255,B,32.152237,-28.392796,9f7c6d87-45c7-e611-afeb-00505698216f,1303
5234,36256,B,32.152237,-28.392537,a07c6d87-45c7-e611-afeb-00505698216f,1303
5235,36257,B,32.151879,-28.391991,a17c6d87-45c7-e611-afeb-00505698216f,1304
5236,36258,B,32.151936,-28.392108,a27c6d87-45c7-e611-afeb-00505698216f,1303
5237,36259,B,32.151791,-28.391766,a37c6d87-45c7-e611-afeb-00505698216f,1304
5238,36260,B,32.152062,-28.391022,a47c6d87-45c7-e611-afeb-00505698216f,1304
5239,36261,B,32.153222,-28.391249,a57c6d87-45c7-e611-afeb-00505698216f,1305
5240,36262,B,32.15255,-28.389137,a67c6d87-45c7-e611-afeb-00505698216f,1305
5241,36263,B,32.15289,-28.388437,a77c6d87-45c7-e611-afeb-00505698216f,3930
5242,36264,B,32.150947,-28.387819,a87c6d87-45c7-e611-afeb-00505698216f,3928
5243,36266,B,32.15561,-28.413734,a97c6d87-45c7-e611-afeb-00505698216f,164
5244,36267,B,32.155709,-28.414501,aa7c6d87-45c7-e611-afeb-00505698216f,163
5245,36268,B,32.155549,-28.415138,ab7c6d87-45c7-e611-afeb-00505698216f,162
5246,36269,B,32.155762,-28.415081,ac7c6d87-45c7-e611-afeb-00505698216f,163
5247,36270,B,32.1544,-28.414873,ad7c6d87-45c7-e611-afeb-00505698216f,162
5248,36271,B,32.154198,-28.414739,ae7c6d87-45c7-e611-afeb-00505698216f,165
5249,36272,B,32.155121,-28.414529,af7c6d87-45c7-e611-afeb-00505698216f,162
5250,36273,B,32.159527,-28.420049,b07c6d87-45c7-e611-afeb-00505698216f,249
5251,36274,B,32.158898,-28.42004,b17c6d87-45c7-e611-afeb-00505698216f,246
5252,36276,B,32.157876,-28.419946,b27c6d87-45c7-e611-afeb-00505698216f,245
5253,36277,B,32.157921,-28.420032,b37c6d87-45c7-e611-afeb-00505698216f,244
5254,36278,B,32.157906,-28.420394,b47c6d87-45c7-e611-afeb-00505698216f,244
5255,36279,B,32.157868,-28.420585,b57c6d87-45c7-e611-afeb-00505698216f,244
5256,36280,B,32.157578,-28.420288,b67c6d87-45c7-e611-afeb-00505698216f,243
5257,36281,B,32.157315,-28.420192,b77c6d87-45c7-e611-afeb-00505698216f,243
5258,36282,B,32.156972,-28.420122,b87c6d87-45c7-e611-afeb-00505698216f,243
5259,36284,B,32.157216,-28.419546,b97c6d87-45c7-e611-afeb-00505698216f,242
5260,36286,B,32.157876,-28.419603,ba7c6d87-45c7-e611-afeb-00505698216f,245
5261,36289,B,32.155728,-28.419851,bb7c6d87-45c7-e611-afeb-00505698216f,3964
5262,36290,B,32.155346,-28.419906,bc7c6d87-45c7-e611-afeb-00505698216f,3961
5263,36291,B,32.15514,-28.419975,bd7c6d87-45c7-e611-afeb-00505698216f,3962
5264,36292,B,32.155243,-28.41963,be7c6d87-45c7-e611-afeb-00505698216f,3961
5265,36293,B,32.159607,-28.440165,bf7c6d87-45c7-e611-afeb-00505698216f,579
5266,36294,B,32.159356,-28.440062,c07c6d87-45c7-e611-afeb-00505698216f,579
5267,36295,B,32.15955,-28.439829,c17c6d87-45c7-e611-afeb-00505698216f,578
5268,36297,B,32.159249,-28.430485,c27c6d87-45c7-e611-afeb-00505698216f,4061
5269,36298,B,32.160424,-28.434031,c37c6d87-45c7-e611-afeb-00505698216f,4097
5270,36299,B,32.159367,-28.434298,c47c6d87-45c7-e611-afeb-00505698216f,4053
5271,36300,B,32.15936,-28.43393,c57c6d87-45c7-e611-afeb-00505698216f,4053
5272,36301,B,32.160248,-28.433033,c67c6d87-45c7-e611-afeb-00505698216f,4096
5273,36303,B,32.158658,-28.423908,c77c6d87-45c7-e611-afeb-00505698216f,494
5274,36304,B,32.158345,-28.423984,c87c6d87-45c7-e611-afeb-00505698216f,495
5275,36305,B,32.158135,-28.424215,c97c6d87-45c7-e611-afeb-00505698216f,495
5276,36306,B,32.137947,-28.449289,ca7c6d87-45c7-e611-afeb-00505698216f,681
5277,36307,B,32.136901,-28.448951,cb7c6d87-45c7-e611-afeb-00505698216f,677
5278,36308,B,32.136196,-28.448963,cc7c6d87-45c7-e611-afeb-00505698216f,676
5279,36310,B,32.136318,-28.449569,cd7c6d87-45c7-e611-afeb-00505698216f,676
5280,36311,B,32.136467,-28.448688,ce7c6d87-45c7-e611-afeb-00505698216f,676
5281,36312,B,32.136508,-28.448327,cf7c6d87-45c7-e611-afeb-00505698216f,677
5283,36315,B,32.136493,-28.447813,d17c6d87-45c7-e611-afeb-00505698216f,678
5284,36316,B,32.13573,-28.450607,d27c6d87-45c7-e611-afeb-00505698216f,685
5285,36317,B,32.135974,-28.450977,d37c6d87-45c7-e611-afeb-00505698216f,685
5286,36318,B,32.135528,-28.451002,d47c6d87-45c7-e611-afeb-00505698216f,685
5288,36322,B,32.13549,-28.448795,d57c6d87-45c7-e611-afeb-00505698216f,674
5289,36323,B,32.13544,-28.44812,d67c6d87-45c7-e611-afeb-00505698216f,674
5290,36324,B,32.135776,-28.447845,d77c6d87-45c7-e611-afeb-00505698216f,674
5291,36325,B,32.135429,-28.447687,d87c6d87-45c7-e611-afeb-00505698216f,673
5292,36326,B,32.134758,-28.447399,d97c6d87-45c7-e611-afeb-00505698216f,673
5293,36328,B,32.134853,-28.447111,da7c6d87-45c7-e611-afeb-00505698216f,673
5294,36329,B,32.136241,-28.441547,db7c6d87-45c7-e611-afeb-00505698216f,770
5295,36330,B,32.136119,-28.441871,dc7c6d87-45c7-e611-afeb-00505698216f,792
5296,36331,B,32.136085,-28.442003,dd7c6d87-45c7-e611-afeb-00505698216f,792
5297,36332,B,32.136055,-28.442281,de7c6d87-45c7-e611-afeb-00505698216f,793
5298,36333,B,32.136104,-28.442388,df7c6d87-45c7-e611-afeb-00505698216f,793
5299,36334,B,32.135963,-28.442583,e07c6d87-45c7-e611-afeb-00505698216f,794
5301,36336,B,32.13581,-28.44271,e17c6d87-45c7-e611-afeb-00505698216f,794
5302,36337,B,32.135871,-28.442913,e27c6d87-45c7-e611-afeb-00505698216f,794
5303,36338,B,32.135826,-28.443155,e37c6d87-45c7-e611-afeb-00505698216f,795
5304,36339,B,32.135746,-28.443254,e47c6d87-45c7-e611-afeb-00505698216f,796
5305,36340,B,32.135688,-28.443405,e57c6d87-45c7-e611-afeb-00505698216f,796
5306,36341,B,32.135627,-28.443616,e67c6d87-45c7-e611-afeb-00505698216f,796
5307,36342,B,32.136898,-28.441326,e77c6d87-45c7-e611-afeb-00505698216f,769
5308,36343,B,32.13705,-28.441219,e87c6d87-45c7-e611-afeb-00505698216f,769
5309,36344,B,32.137138,-28.441141,e97c6d87-45c7-e611-afeb-00505698216f,769
5310,36345,B,32.137188,-28.440993,ea7c6d87-45c7-e611-afeb-00505698216f,769
5311,36346,B,32.137481,-28.44084,eb7c6d87-45c7-e611-afeb-00505698216f,790
5312,36347,B,32.13771,-28.440598,ec7c6d87-45c7-e611-afeb-00505698216f,790
5313,36348,B,32.137836,-28.440466,ed7c6d87-45c7-e611-afeb-00505698216f,790
5314,36349,B,32.137966,-28.440348,ee7c6d87-45c7-e611-afeb-00505698216f,791
5315,36350,B,32.138122,-28.440249,ef7c6d87-45c7-e611-afeb-00505698216f,791
5316,36351,B,32.136627,-28.434844,f07c6d87-45c7-e611-afeb-00505698216f,832
5317,36352,B,32.136508,-28.435196,f17c6d87-45c7-e611-afeb-00505698216f,832
5318,36353,B,32.136638,-28.435305,f27c6d87-45c7-e611-afeb-00505698216f,834
5319,36354,B,32.136684,-28.435448,f37c6d87-45c7-e611-afeb-00505698216f,834
5320,36355,B,32.136814,-28.435547,f47c6d87-45c7-e611-afeb-00505698216f,834
5321,36356,B,32.136848,-28.435683,f57c6d87-45c7-e611-afeb-00505698216f,835
5322,36357,B,32.136913,-28.43578,f67c6d87-45c7-e611-afeb-00505698216f,835
5323,36358,B,32.13694,-28.435936,f77c6d87-45c7-e611-afeb-00505698216f,835
5324,36359,B,32.136993,-28.436053,f87c6d87-45c7-e611-afeb-00505698216f,835
5325,36360,B,32.137016,-28.436202,f97c6d87-45c7-e611-afeb-00505698216f,840
5326,36361,B,32.137062,-28.436354,fa7c6d87-45c7-e611-afeb-00505698216f,840
5327,36362,B,32.137123,-28.436472,fb7c6d87-45c7-e611-afeb-00505698216f,840
5328,36363,B,32.137146,-28.436562,fc7c6d87-45c7-e611-afeb-00505698216f,840
5329,36364,B,32.137535,-28.436617,fd7c6d87-45c7-e611-afeb-00505698216f,839
5330,36365,B,32.137752,-28.436636,fe7c6d87-45c7-e611-afeb-00505698216f,839
5331,36366,B,32.137275,-28.436255,ff7c6d87-45c7-e611-afeb-00505698216f,839
5332,36367,B,32.139827,-28.43319,007d6d87-45c7-e611-afeb-00505698216f,867
5333,36368,B,32.139743,-28.433424,017d6d87-45c7-e611-afeb-00505698216f,868
5334,36369,B,32.139736,-28.433512,027d6d87-45c7-e611-afeb-00505698216f,868
5335,36370,B,32.139625,-28.433621,037d6d87-45c7-e611-afeb-00505698216f,869
5336,36371,B,32.139572,-28.43369,047d6d87-45c7-e611-afeb-00505698216f,855
5337,36372,B,32.139438,-28.433798,057d6d87-45c7-e611-afeb-00505698216f,849
5338,36373,B,32.13935,-28.434163,067d6d87-45c7-e611-afeb-00505698216f,849
5339,36374,B,32.139305,-28.434201,077d6d87-45c7-e611-afeb-00505698216f,848
5340,36375,B,32.139225,-28.434386,087d6d87-45c7-e611-afeb-00505698216f,848
5341,36376,B,32.139045,-28.434464,097d6d87-45c7-e611-afeb-00505698216f,847
