cluster,longitude,latitude
188,32.169789,-28.396882
188,32.16896704,-28.39523366
188,32.169442,-28.394997
188,32.1689,-28.394728
188,32.169958,-28.394477
189,32.168091,-28.39263
189,32.168232,-28.394354
189,32.168362,-28.393345
189,32.167969,-28.394337
189,32.167415,-28.394061
189,32.167416,-28.393454
189,32.167286,-28.394284
189,32.168388,-28.393903
189,32.16786,-28.393994
189,32.167885,-28.393075
190,32.168648,-28.393071
190,32.168858,-28.393641
190,32.169121,-28.394015
190,32.16903253,-28.39264958
190,32.168927,-28.39429
190,32.169141,-28.394318
190,32.169201,-28.393473
190,32.169427,-28.393822
190,32.169922,-28.393719
190,32.169434,-28.394429
191,32.171151,-28.394623
191,32.170083,-28.395135
191,32.171273,-28.396852
191,32.170395,-28.396147
191,32.17141,-28.395978
191,32.17091,-28.396519
191,32.170361,-28.395413
191,32.171784,-28.395382
191,32.172032,-28.394557
191,32.172196,-28.396796
192,32.172425,-28.396988
192,32.172623,-28.397545
192,32.173039,-28.396718
192,32.173115,-28.394934
192,32.173241,-28.395409
192,32.174038,-28.394936
192,32.173821,-28.394839
192,32.173894,-28.395297
192,32.173325,-28.395926
192,32.173256,-28.396334
193,32.170628,-28.393792
193,32.170975,-28.393162
193,32.17064,-28.392712
193,32.170865,-28.393612
193,32.171063,-28.39342
193,32.171235,-28.392876
193,32.171563,-28.394
193,32.171662,-28.392914
193,32.172284,-28.393807
193,32.171959,-28.393937
194,32.172291,-28.394387
194,32.1730714,-28.39294622
194,32.173108,-28.393609
194,32.174023,-28.392928
194,32.172532,-28.392739
194,32.174363,-28.392922
194,32.174611,-28.3939
194,32.174168,-28.393706
194,32.17368,-28.39453
194,32.173173,-28.394259
195,32.162064,-28.389246
195,32.16186,-28.392418
195,32.16066,-28.389141
195,32.158824,-28.389216
195,32.161778,-28.389047
195,32.162171,-28.389875
195,32.162358,-28.389116
195,32.162423,-28.391144
195,32.162461,-28.392089
195,32.162545,-28.392417
196,32.162728,-28.391564
196,32.162739,-28.390188
196,32.16288,-28.392294
196,32.163125,-28.38948
196,32.162934,-28.390862
196,32.162919,-28.389301
196,32.163327,-28.392527
196,32.163228,-28.391944
196,32.163426,-28.391436
196,32.163632,-28.389892
197,32.159226,-28.386211
197,32.159211,-28.386861
197,32.158491,-28.387345
197,32.15931,-28.387382
197,32.158541,-28.388396
197,32.159066,-28.388515
197,32.158482,-28.387869
197,32.159852,-28.387464
197,32.159859,-28.386858
197,32.159989,-28.386333
198,32.160487,-28.38663
198,32.161213,-28.388706
198,32.162122,-28.388877
198,32.161465,-28.388544
198,32.162106,-28.386215
198,32.163418,-28.386367
198,32.163556,-28.3862
198,32.161877,-28.388231
198,32.162715,-28.38903
198,32.163815,-28.386245
199,32.163838,-28.392264
199,32.163895,-28.392035
199,32.166745,-28.391976
199,32.16640952,-28.39229648
199,32.165791,-28.391953
199,32.166852,-28.391865
199,32.166554,-28.391589
199,32.16640524,-28.39061311
199,32.165604,-28.390515
199,32.166447,-28.390319
200,32.166223,-28.390265
200,32.163983,-28.390058
200,32.165101,-28.389822
200,32.165917,-28.389846
200,32.166485,-28.390052
200,32.165639,-28.389797
200,32.165703,-28.389444
200,32.166573,-28.389654
200,32.166005,-28.389261
200,32.166781,-28.389262
201,32.164864,-28.389234
201,32.166428,-28.389234
201,32.165322,-28.389154
201,32.165925,-28.389099
201,32.166287,-28.388965
201,32.166779,-28.388803
201,32.165757,-28.388591
201,32.164776,-28.388658
201,32.166199,-28.388508
201,32.16675145,-28.38834682
202,32.165833,-28.388267
202,32.163945,-28.388045
202,32.164246,-28.387794
202,32.164475,-28.387556
202,32.165558,-28.386779
202,32.165463,-28.386385
202,32.165128,-28.386788
202,32.164712,-28.3864
202,32.164376,-28.386192
202,32.166012,-28.386345
203,32.168053,-28.392035
203,32.167939,-28.392445
203,32.167679,-28.392006
203,32.167649,-28.392527
203,32.16747,-28.392167
203,32.167882,-28.391995
203,32.167935,-28.391854
203,32.16816,-28.391846
203,32.168046,-28.391505
203,32.168085,-28.391323
204,32.167016,-28.391228
204,32.166902,-28.390764
204,32.16771,-28.390771
204,32.167203,-28.390304
204,32.167454,-28.39118
204,32.167401,-28.390988
204,32.167859,-28.390012
204,32.16742,-28.390721
204,32.166871,-28.390538
204,32.167504,-28.390614
205,32.16985651,-28.39245898
205,32.170125,-28.39248
205,32.168427,-28.392375
205,32.168927,-28.392539
205,32.169,-28.392123
205,32.168694,-28.391986
205,32.169133,-28.391923
205,32.168545,-28.392066
205,32.169431,-28.391789
205,32.16887,-28.391738
206,32.168576,-28.391657
206,32.169873,-28.391179
206,32.170029,-28.391141
206,32.169255,-28.390346
206,32.169343,-28.390874
206,32.168876,-28.390737
206,32.169349,-28.390038
206,32.168882,-28.390264
206,32.168225,-28.390268
206,32.168412,-28.389909
207,32.167271,-28.389869
207,32.167248,-28.389375
207,32.166997,-28.389076
207,32.16692872,-28.38839779
207,32.16742,-28.389099
207,32.168492,-28.387954
207,32.167557,-28.389463
207,32.168416,-28.3883
207,32.168625,-28.38817
207,32.168686,-28.388544
208,32.168908,-28.388626
208,32.168934,-28.388366
208,32.169884,-28.388723
208,32.170037,-28.388597
208,32.169537,-28.388199
208,32.169514,-28.388199
208,32.169137,-28.388757
208,32.17022,-28.389604
208,32.170128,-28.388071
208,32.169102,-28.387893
209,32.16689,-28.386758
209,32.167389,-28.386369
209,32.167546,-28.387418
209,32.167828,-28.387674
209,32.16845,-28.387622
209,32.168667,-28.387079
209,32.168046,-28.386528
209,32.168217,-28.387218
209,32.168793,-28.386518
209,32.168969,-28.387642
210,32.169171,-28.386249
210,32.169209,-28.387523
210,32.16924,-28.386366
210,32.169297,-28.387224
210,32.169594,-28.386671
210,32.169411,-28.387867
210,32.169549,-28.387474
210,32.170116,-28.386612
210,32.17023876,-28.38635093
210,32.170133,-28.387761
211,32.16372,-28.386129
211,32.162991,-28.386034
211,32.164059,-28.38578
211,32.163819,-28.385612
211,32.16298,-28.385591
211,32.161728,-28.385616
211,32.162671,-28.38603
211,32.162832,-28.38566
211,32.162467,-28.385429
211,32.162048,-28.385506
212,32.162911,-28.385257
212,32.163266,-28.385254
212,32.163048,-28.383051
212,32.160878,-28.383825
212,32.161324,-28.383669
212,32.163388,-28.382774
212,32.160744,-28.381691
212,32.161515,-28.383014
212,32.163956,-28.383287
212,32.161343,-28.382436
213,32.16623,-28.385788
213,32.165333,-28.385709
213,32.164232,-28.385532
213,32.165146,-28.38533
213,32.164258,-28.385761
213,32.164868,-28.38574
213,32.164708,-28.385656
213,32.1655,-28.385272
213,32.164914,-28.385147
213,32.164586,-28.385042
214,32.166302,-28.384927
214,32.165093,-28.384617
214,32.16522049,-28.38441068
214,32.164063,-28.384733
214,32.1657789,-28.38446021
214,32.16417,-28.38417
214,32.165467,-28.382435
214,32.165524,-28.383293
214,32.166054,-28.381864
214,32.166199,-28.382421
215,32.158513,-28.37759
215,32.161015,-28.380464
215,32.158501,-28.377077
215,32.16145,-28.377693
215,32.161629,-28.377645
215,32.162013,-28.380169
215,32.162118,-28.380422
215,32.162125,-28.380115
215,32.16224,-28.378133
215,32.162251,-28.380695
216,32.162396,-28.38108
216,32.162495,-28.378994
216,32.162583,-28.381587
216,32.162514,-28.377718
216,32.162644,-28.379388
216,32.162804,-28.380283
216,32.162995,-28.378914
216,32.162797,-28.379575
216,32.163323,-28.380439
216,32.163334,-28.380857
217,32.166291,-28.381666
217,32.16602,-28.38097
217,32.163781,-28.380474
217,32.1657,-28.381567
217,32.166077,-28.380218
217,32.16582897,-28.38063994
217,32.165272,-28.379331
217,32.165516,-28.37977
217,32.163674,-28.379182
217,32.164685,-28.379103
218,32.166306,-28.378629
218,32.16488429,-28.37772212
218,32.165309,-28.378092
218,32.16544976,-28.37780671
218,32.166169,-28.378391
218,32.16472138,-28.37730171
218,32.1643,-28.377386
218,32.165508,-28.377619
218,32.166295,-28.37756
218,32.16615253,-28.37738227
219,32.167702,-28.385641
219,32.166634,-28.385534
219,32.167431,-28.385887
219,32.166894,-28.386142
219,32.166989,-28.385646
219,32.167737,-28.38542
219,32.166569,-28.385372
219,32.168068,-28.385273
219,32.166951,-28.384964
219,32.167637,-28.384996
220,32.168416,-28.384945
220,32.167596,-28.384725
220,32.167176,-28.384651
220,32.166625,-28.384609
220,32.167992,-28.384561
220,32.167878,-28.384025
220,32.168025,-28.384085
220,32.166309,-28.384396
220,32.168473,-28.384395
220,32.16818353,-28.38379618
221,32.16993,-28.385353
221,32.168633,-28.385654
221,32.169304,-28.385156
221,32.170125,-28.38602
221,32.16880908,-28.3851428
221,32.1702,-28.385478
221,32.169976,-28.385568
221,32.16960248,-28.38615453
221,32.168931,-28.385122
221,32.16868951,-28.38500826
222,32.17008186,-28.38497789
222,32.169648,-28.384758
222,32.169999,-28.384401
222,32.169415,-28.384346
222,32.1699,-28.38475
222,32.169034,-28.384299
222,32.170036,-28.384225
222,32.169227,-28.384582
222,32.168908,-28.384744
222,32.16852615,-28.38433198
223,32.166394,-28.381847
223,32.16647,-28.383224
223,32.167016,-28.383299
223,32.166787,-28.380952
223,32.166909,-28.381447
223,32.166573,-28.382198
223,32.1671421,-28.38310525
223,32.166546,-28.383756
223,32.167725,-28.382064
223,32.167763,-28.381794
224,32.169339,-28.38263
224,32.169476,-28.383091
224,32.169595,-28.382832
224,32.169709,-28.38244
224,32.16956,-28.383669
224,32.170236,-28.383356
224,32.169869,-28.383321
224,32.170064,-28.383659
224,32.169884,-28.383291
224,32.169661,-28.383397
225,32.166451,-28.380914
225,32.166569,-28.380201
225,32.16740941,-28.38060495
225,32.169821,-28.379939
225,32.170224,-28.37957
225,32.169728,-28.3794
225,32.166709,-28.379383
225,32.169379,-28.379854
225,32.16725374,-28.37905285
225,32.16686216,-28.37912412
226,32.169762,-28.378925
226,32.169106,-28.378656
226,32.167409,-28.378721
226,32.166769,-28.377995
226,32.170136,-28.378191
226,32.169739,-28.37751
226,32.168771,-28.377622
226,32.169316,-28.377708
226,32.16846188,-28.37741043
226,32.166539,-28.377048
227,32.171029,-28.392508
227,32.17076588,-28.3920714
227,32.171502,-28.392523
227,32.172696,-28.391717
227,32.172517,-28.391542
227,32.172322,-28.391911
227,32.17098587,-28.3917763
227,32.173035,-28.391865
227,32.173062,-28.391411
227,32.171815,-28.389124
228,32.170773,-28.389049
228,32.170425,-28.389033
228,32.170968,-28.388997
228,32.172638,-28.388874
228,32.170262,-28.388822
228,32.171094,-28.388595
228,32.172268,-28.388708
228,32.170853,-28.388645
228,32.17037735,-28.38877651
228,32.171668,-28.388544
229,32.170456,-28.388403
229,32.170525,-28.387766
229,32.17058827,-28.38831441
229,32.170781,-28.38734
229,32.17101534,-28.38826004
229,32.170571,-28.388076
229,32.17156056,-28.38733834
229,32.171387,-28.386943
229,32.171074,-28.387676
229,32.171708,-28.387697
230,32.17180284,-28.38703258
230,32.17181772,-28.38824012
230,32.171872,-28.387211
230,32.172124,-28.387636
230,32.172005,-28.388034
230,32.172856,-28.38754
230,32.173081,-28.387188
230,32.1726,-28.387348
230,32.172131,-28.38735
230,32.172571,-28.387839
231,32.170338,-28.386831
231,32.170876,-28.385967
231,32.170991,-28.386364
231,32.17054,-28.386575
231,32.17066346,-28.38584619
231,32.171031,-28.386169
231,32.171109,-28.386484
231,32.1716747,-28.38628588
231,32.17130859,-28.38609652
231,32.171574,-28.386408
232,32.171681,-28.386182
232,32.1717,-28.385843
232,32.172498,-28.386085
232,32.172333,-28.385994
232,32.172329,-28.386486
232,32.172769,-28.386078
232,32.172421,-28.385908
232,32.172833,-28.385851
232,32.17288232,-28.38668062
232,32.172532,-28.386734
233,32.170407,-28.38507
233,32.170323,-28.383772
233,32.170384,-28.385658
233,32.170456,-28.384224
233,32.17065761,-28.38470016
233,32.170926,-28.385423
233,32.17068608,-28.38521895
233,32.17119449,-28.3851006
233,32.171223,-28.385837
233,32.171849,-28.384945
234,32.1722,-28.385765
234,32.172486,-28.38465
234,32.172402,-28.384817
234,32.172562,-28.384931
234,32.17272,-28.384363
234,32.17294,-28.384374
234,32.172494,-28.385223
234,32.172917,-28.385278
234,32.172822,-28.384057
234,32.172944,-28.385644
235,32.175452,-28.392441
235,32.173165,-28.391656
235,32.175492,-28.391769
235,32.173984,-28.392151
235,32.17322576,-28.39198675
235,32.173489,-28.392572
235,32.173852,-28.392363
235,32.173285,-28.390928
235,32.17578223,-28.39081755
235,32.173527,-28.390402
236,32.174994,-28.3901
236,32.17531,-28.389222
236,32.17577,-28.389663
236,32.175492,-28.38953
236,32.174038,-28.389629
236,32.17479,-28.389152
236,32.17573911,-28.39004718
236,32.1754,-28.388878
236,32.17596,-28.389485
236,32.17609636,-28.38877465
237,32.173151,-28.387728
237,32.173085,-28.38837
237,32.173664,-28.387617
237,32.173733,-28.388014
237,32.173821,-28.387319
237,32.174328,-28.38756
237,32.174748,-28.388063
237,32.174733,-28.387741
237,32.174828,-28.387382
237,32.174964,-28.38819
238,32.175068,-28.387037
238,32.175072,-28.388702
238,32.175364,-28.38752
238,32.17537,-28.387556
238,32.175088,-28.387725
238,32.175129,-28.387725
238,32.17519797,-28.38790663
238,32.175332,-28.388471
238,32.176561,-28.386919
238,32.17882826,-28.38680328
239,32.173264,-28.38672
239,32.174576,-28.385368
239,32.173955,-28.386451
239,32.174229,-28.386367
239,32.174401,-28.385839
239,32.173207,-28.385004
239,32.173878,-28.38623
239,32.173432,-28.384914
239,32.17315,-28.385908
239,32.174103,-28.384779
240,32.17490494,-28.38471272
240,32.173672,-28.384295
240,32.173668,-28.38397
240,32.173256,-28.38418
240,32.174119,-28.38407
240,32.174424,-28.384029
240,32.173596,-28.384256
240,32.173749,-28.383788
240,32.174218,-28.383972
240,32.174916,-28.383993
241,32.175358,-28.385093
241,32.176823,-28.384521
241,32.176919,-28.385456
241,32.176907,-28.386032
241,32.177258,-28.385767
241,32.177304,-28.385229
241,32.17779925,-28.38512139
241,32.17749868,-28.38662674
241,32.17764,-28.384014
241,32.17761833,-28.38395278
242,32.177838,-28.384683
242,32.17796991,-28.38488999
242,32.17803937,-28.38616794
242,32.179864,-28.383994
242,32.1782575,-28.38601187
242,32.17892271,-28.38494118
242,32.178204,-28.384014
242,32.17946313,-28.38384668
242,32.17940308,-28.38497146
242,32.17884015,-28.38586763
243,32.171741,-28.383364
243,32.171464,-28.383424
243,32.171029,-28.383575
243,32.171425,-28.383554
243,32.172154,-28.383302
243,32.170781,-28.382976
243,32.172044,-28.382785
243,32.171113,-28.383152
243,32.172573,-28.382207
243,32.171337,-28.381771
244,32.172151,-28.381646
244,32.171662,-28.381459
244,32.172345,-28.381193
244,32.172402,-28.381164
244,32.171811,-28.381057
244,32.172227,-28.380029
244,32.171403,-28.379875
244,32.171818,-28.380308
244,32.172436,-28.380737
244,32.170654,-28.380048
245,32.174618,-28.383518
245,32.174061,-28.383699
245,32.173855,-28.383518
245,32.173184,-28.383718
245,32.174492,-28.383451
245,32.174584,-28.383426
245,32.17429,-28.383432
245,32.174901,-28.383378
245,32.174523,-28.383213
245,32.174106,-28.382611
246,32.173474,-28.382511
246,32.17474,-28.382133
246,32.17492,-28.381836
246,32.172649,-28.38129
246,32.17493906,-28.38048449
246,32.174229,-28.380874
246,32.172704,-28.380284
246,32.173577,-28.37952
246,32.174069,-28.380052
246,32.173554,-28.380258
247,32.170335,-28.378932
247,32.17043,-28.379395
247,32.170525,-28.37845
247,32.170329,-28.377944
247,32.170769,-28.377937
247,32.170876,-28.377504
247,32.171002,-28.379409
247,32.17112,-28.379106
247,32.171155,-28.379083
247,32.171361,-28.379186
248,32.171456,-28.378795
248,32.17149,-28.378301
248,32.171621,-28.378137
248,32.172165,-28.377975
248,32.171979,-28.378797
248,32.17244,-28.377393
248,32.172185,-28.379373
248,32.172597,-28.37779
248,32.172543,-28.378181
248,32.172734,-28.377568
249,32.172787,-28.378822
249,32.173943,-28.378898
249,32.173108,-28.377824
249,32.173092,-28.379095
249,32.172874,-28.378083
249,32.17363,-28.377699
249,32.174008,-28.377592
249,32.173613,-28.379034
249,32.173054,-28.378204
249,32.173054,-28.377451
250,32.17407,-28.378942
250,32.174211,-28.377982
250,32.174252,-28.377817
250,32.174264,-28.37817
250,32.17434,-28.377643
250,32.175179,-28.37919
250,32.174378,-28.378568
250,32.174523,-28.379184
250,32.174531,-28.377681
250,32.174557,-28.377443
251,32.175225,-28.382694
251,32.17856943,-28.3827509
251,32.176903,-28.383104
251,32.177495,-28.383138
251,32.175614,-28.38244
251,32.17753407,-28.38354683
251,32.177956,-28.383669
251,32.176779,-28.382148
251,32.1788667,-28.38190171
251,32.175764,-28.38174
252,32.17650999,-28.38168468
252,32.17723804,-28.38149477
252,32.17620326,-28.38129014
252,32.17654,-28.381092
252,32.178917,-28.381202
252,32.176346,-28.380776
252,32.178171,-28.380912
252,32.176003,-28.379934
252,32.176232,-28.380279
252,32.1763628,-28.37985784
253,32.175258,-28.377495
253,32.175843,-28.378307
253,32.175681,-28.378507
253,32.175343,-28.377648
253,32.176037,-28.379066
253,32.178246,-28.378519
253,32.176282,-28.377174
253,32.176308,-28.377851
253,32.176026,-28.377267
253,32.178399,-28.377784
254,32.17849955,-28.37936315
254,32.178612,-28.37729
254,32.17853356,-28.37949177
254,32.178792,-28.377765
254,32.178677,-28.37857
254,32.179028,-28.377487
254,32.178811,-28.378257
254,32.178746,-28.379118
254,32.178715,-28.378898
254,32.179043,-28.379554
255,32.1806,-28.383166
255,32.180188,-28.382557
255,32.180825,-28.382799
255,32.180528,-28.382895
255,32.18105,-28.382846
255,32.180306,-28.383584
255,32.180902,-28.383138
255,32.179879,-28.382021
255,32.181214,-28.382379
255,32.180703,-28.382037
256,32.181313,-28.381897
256,32.181416,-28.381666
256,32.180441,-28.381577
256,32.181529,-28.381359
256,32.179473,-28.381197
256,32.181523,-28.379959
256,32.182084,-28.38002
256,32.180848,-28.380512
256,32.181012,-28.379926
256,32.17973,-28.379623
257,32.179684,-28.378997
257,32.180474,-28.379234
257,32.180077,-28.377412
257,32.179581,-28.379373
257,32.17925489,-28.37901132
257,32.180119,-28.379301
257,32.180367,-28.378175
257,32.179432,-28.378013
257,32.179999,-28.37922
257,32.180428,-28.378599
258,32.180878,-28.379272
258,32.181164,-28.379291
258,32.181183,-28.379598
258,32.18145,-28.379516
258,32.181786,-28.379186
258,32.182606,-28.379392
258,32.182393,-28.379585
258,32.183595,-28.37805
258,32.183897,-28.37718
258,32.182969,-28.37879
259,32.15852,-28.374464
259,32.158597,-28.375551
259,32.159024,-28.372985
259,32.159294,-28.372628
259,32.159157,-28.372218
259,32.159401,-28.37352
259,32.162369,-28.373569
259,32.162339,-28.374271
259,32.16172267,-28.37689322
259,32.162396,-28.372624
260,32.162473,-28.372783
260,32.162522,-28.372836
260,32.162738,-28.376231
260,32.162781,-28.37581
260,32.162968,-28.373491
260,32.162793,-28.376997
260,32.163361,-28.372079
260,32.163064,-28.376306
260,32.163518,-28.374185
260,32.163529,-28.372878
261,32.163567,-28.375721
261,32.165276,-28.376619
261,32.166013,-28.377002
261,32.16597,-28.375809
261,32.163624,-28.376224
261,32.163815,-28.374939
261,32.164228,-28.376693
261,32.165368,-28.374395
261,32.166062,-28.374275
261,32.163849,-28.374569
262,32.165036,-28.374194
262,32.163642,-28.373107
262,32.165246,-28.372945
262,32.16441,-28.373606
262,32.16504,-28.373325
262,32.163991,-28.373571
262,32.163991,-28.373714
262,32.165661,-28.372306
262,32.166188,-28.372357
262,32.164456,-28.374004
263,32.158681,-28.372029
263,32.15907,-28.371899
263,32.158604,-28.369475
263,32.162278,-28.370742
263,32.158932,-28.370787
263,32.158959,-28.370146
263,32.158955,-28.369689
263,32.162121,-28.371337
263,32.15968,-28.369216
263,32.15915,-28.369359
264,32.158578,-28.368993
264,32.159989,-28.36897
264,32.15946214,-28.36814716
264,32.159546,-28.367736
264,32.159192,-28.368958
264,32.159329,-28.368462
264,32.160023,-28.368373
264,32.159134,-28.368775
264,32.160031,-28.367419
264,32.158696,-28.368742
265,32.16355967,-28.3716656
265,32.162594,-28.371915
265,32.162949,-28.371884
265,32.1638877,-28.37177963
265,32.165066,-28.371392
265,32.163182,-28.371264
265,32.16427018,-28.3711801
265,32.16449,-28.370871
265,32.163992,-28.370826
265,32.162957,-28.370381
266,32.165296,-28.370301
266,32.165581,-28.368775
266,32.16616723,-28.3674517
266,32.164692,-28.368836
266,32.162308,-28.370072
266,32.164349,-28.369433
266,32.164734,-28.367408
266,32.165471,-28.368211
266,32.166215,-28.369143
266,32.166287,-28.369782
267,32.166417,-28.375259
267,32.166615,-28.373438
267,32.166631,-28.37643
267,32.16673,-28.376634
267,32.167511,-28.376761
267,32.167157,-28.376441
267,32.166762,-28.376296
267,32.167653,-28.376907
267,32.168217,-28.373105
267,32.169118,-28.374115
268,32.169543,-28.372936
268,32.170296,-28.376255
268,32.17025686,-28.374137
268,32.170277,-28.376857
268,32.170346,-28.376548
268,32.17044425,-28.37280308
268,32.17051,-28.376693
268,32.17039185,-28.37338705
268,32.170526,-28.373866
268,32.1706544,-28.37341856
269,32.17072,-28.377025
269,32.1709417,-28.37305628
269,32.17128345,-28.37345969
269,32.17144606,-28.37352607
269,32.171776,-28.375457
269,32.172268,-28.373452
269,32.172684,-28.377
269,32.172291,-28.373389
269,32.17178,-28.373261
269,32.172749,-28.376825
270,32.172837,-28.372838
270,32.173695,-28.376541
270,32.174595,-28.373067
270,32.174584,-28.375962
270,32.175231,-28.376692
270,32.175614,-28.373958
270,32.176047,-28.374075
270,32.175278,-28.376276
270,32.175809,-28.376381
270,32.175931,-28.37357
271,32.17095743,-28.37268735
271,32.168337,-28.372669
271,32.17005227,-28.37250924
271,32.16978861,-28.37247789
271,32.168149,-28.372477
271,32.16917423,-28.37245652
271,32.167962,-28.372185
271,32.169739,-28.371819
271,32.167538,-28.371478
271,32.17151895,-28.37146506
272,32.169587,-28.37127
272,32.170323,-28.370757
272,32.16725912,-28.369209
272,32.1709451,-28.37064738
272,32.171451,-28.368416
272,32.166455,-28.370648
272,32.171261,-28.368293
272,32.169873,-28.36839
272,32.166468,-28.368124
272,32.171231,-28.367238
273,32.175652,-28.371476
273,32.171906,-28.371455
273,32.172089,-28.372176
273,32.175217,-28.371035
273,32.173779,-28.370909
273,32.175862,-28.372412
273,32.171818,-28.371848
273,32.175469,-28.372006
273,32.17344238,-28.37130914
273,32.173642,-28.370787
274,32.17619,-28.370383
274,32.17353106,-28.36927359
274,32.172349,-28.369502
274,32.175625,-28.367552
274,32.173421,-28.370352
274,32.172532,-28.368689
274,32.171799,-28.369218
274,32.174275,-28.367392
274,32.175828,-28.368441
274,32.171712,-28.368142
275,32.161507,-28.366389
275,32.161057,-28.366786
275,32.159691,-28.366732
275,32.16018,-28.366261
275,32.159806,-28.367062
275,32.16063,-28.365601
275,32.161641,-28.365575
275,32.160931,-28.366147
275,32.161709,-28.366
275,32.160859,-28.365876
276,32.161324,-28.36522
276,32.160927,-28.365046
276,32.160963,-28.361763
276,32.15989,-28.363759
276,32.159524,-28.363764
276,32.161549,-28.360354
276,32.161511,-28.362033
276,32.159022,-28.363173
276,32.161831,-28.361251
276,32.159124,-28.362768
277,32.166016,-28.366994
277,32.164441,-28.366437
277,32.16575,-28.366632
277,32.164288,-28.366855
277,32.166714,-28.365399
277,32.161931,-28.365771
277,32.165368,-28.366128
277,32.165055,-28.365744
277,32.164883,-28.365527
277,32.165463,-28.366322
278,32.166687,-28.364738
278,32.166794,-28.364508
278,32.164101,-28.361937
278,32.16327,-28.362757
278,32.167954,-28.364011
278,32.164078,-28.362338
278,32.16602,-28.360447
278,32.164715,-28.361211
278,32.163766,-28.360507
278,32.162335,-28.360686
279,32.158589,-28.358346
279,32.159073,-28.360167
279,32.158681,-28.357587
279,32.159058,-28.356946
279,32.16071,-28.356092
279,32.1587,-28.357165
279,32.159562,-28.358498
279,32.159539,-28.356538
279,32.160939,-28.357478
279,32.160981,-28.359528
280,32.161015,-28.356599
280,32.161488,-28.359551
280,32.162129,-28.36006
280,32.161851,-28.358737
280,32.162261,-28.359718
280,32.163342,-28.359889
280,32.163419,-28.360046
280,32.163182,-28.360242
280,32.163148,-28.359957
280,32.163575,-28.358613
281,32.163792,-28.356069
281,32.163853,-28.35663
281,32.163849,-28.359723
281,32.164334,-28.35838
281,32.164631,-28.358983
281,32.164733,-28.358172
281,32.164365,-28.360127
281,32.164612,-28.35875
281,32.164708,-28.359326
281,32.164738,-28.360156
282,32.164788,-28.356102
282,32.165135,-28.359036
282,32.165299,-28.359544
282,32.165814,-28.359242
282,32.165898,-28.359875
282,32.166333,-28.359442
282,32.166604,-28.359191
282,32.166947,-28.356766
282,32.167904,-28.359816
282,32.168213,-28.356117
283,32.170621,-28.366952
283,32.170674,-28.36613
283,32.169789,-28.366055
283,32.171668,-28.365263
283,32.170056,-28.365891
283,32.168591,-28.366624
283,32.170189,-28.365876
283,32.171162,-28.365847
283,32.171235,-28.365208
283,32.171547,-28.36518
284,32.170498,-28.365082
284,32.171158,-28.365063
284,32.171403,-28.364892
284,32.171456,-28.364617
284,32.171525,-28.364314
284,32.17125,-28.362946
284,32.168598,-28.364394
284,32.16951,-28.36439
284,32.171479,-28.363642
284,32.170926,-28.363034
285,32.171704,-28.367127
285,32.173516,-28.366999
285,32.175824,-28.366801
285,32.175881,-28.366957
285,32.174981,-28.366294
285,32.17183,-28.365967
285,32.172253,-28.364953
285,32.17242,-28.364604
285,32.172314,-28.366204
285,32.172989,-28.364567
286,32.175496,-28.36444
286,32.174225,-28.364155
286,32.17294,-28.364045
286,32.174729,-28.363826
286,32.172783,-28.363717
286,32.173279,-28.36362
286,32.173235,-28.363486
286,32.174828,-28.363236
286,32.175889,-28.362866
286,32.175305,-28.362862
287,32.171994,-28.36286
287,32.171712,-28.362395
287,32.171273,-28.362748
287,32.171554,-28.362285
287,32.172001,-28.361706
287,32.171555,-28.361705
287,32.170861,-28.362035
287,32.171731,-28.361327
287,32.172021,-28.361237
287,32.172009,-28.360726
288,32.17191,-28.360633
288,32.168725,-28.357432
288,32.16939306,-28.35838749
288,32.171681,-28.357338
288,32.16869,-28.356566
288,32.170247,-28.35793
288,32.16961077,-28.35817784
288,32.168377,-28.356245
288,32.170182,-28.356214
288,32.168973,-28.356146
289,32.176186,-28.362632
289,32.173718,-28.362477
289,32.17223,-28.362557
289,32.173107,-28.361372
289,32.174153,-28.361834
289,32.172646,-28.360972
289,32.174141,-28.361006
289,32.173668,-28.361056
289,32.174771,-28.360938
289,32.173829,-28.360586
290,32.172399,-28.360533
290,32.172696,-28.360234
290,32.174283,-28.360502
290,32.174157,-28.357527
290,32.172661,-28.359912
290,32.175736,-28.357823
290,32.175995,-28.3585
290,32.172463,-28.357016
290,32.172062,-28.356313
290,32.172032,-28.357535
291,32.17865,-28.374897
291,32.178403,-28.375465
291,32.17781104,-28.37630383
291,32.177392,-28.374799
291,32.177273,-28.375297
291,32.177363,-28.375652
291,32.177941,-28.374567
291,32.177048,-28.374521
291,32.178731,-28.3743
291,32.17725,-28.374094
292,32.177895,-28.37404
292,32.176358,-28.373983
292,32.176652,-28.373943
292,32.176766,-28.373349
292,32.176861,-28.373019
292,32.177968,-28.373488
292,32.17751,-28.373551
292,32.176465,-28.37367
292,32.177685,-28.372904
292,32.17796,-28.372204
293,32.178746,-28.376867
293,32.178846,-28.375764
293,32.178986,-28.376321
293,32.179015,-28.373926
293,32.179081,-28.375277
293,32.179134,-28.375042
293,32.17952717,-28.37310223
293,32.179223,-28.374226
293,32.17940034,-28.37232705
293,32.17970746,-28.3727169
294,32.18002,-28.377046
294,32.180092,-28.374757
294,32.183408,-28.373055
294,32.182957,-28.376421
294,32.18128374,-28.37696113
294,32.184034,-28.372838
