cluster,longitude,latitude
35,32.159091,-28.42984
35,32.159493,-28.429909
36,32.159867,-28.429879
36,32.160016,-28.429394
36,32.160077,-28.431347
36,32.160122,-28.430188
36,32.160565,-28.429743
36,32.160189,-28.430473
36,32.160668,-28.431056
36,32.160222,-28.429692
36,32.160679,-28.429547
36,32.160801,-28.430129
37,32.160893,-28.431363
37,32.160912,-28.43122
37,32.161427,-28.430892
37,32.162057,-28.430641
37,32.161545,-28.430912
37,32.161694,-28.430932
37,32.161915,-28.430972
37,32.161797,-28.430953
37,32.161557,-28.430642
37,32.162037,-28.430981
38,32.161908,-28.430611
38,32.161576,-28.430533
38,32.161934,-28.430373
38,32.161595,-28.430432
38,32.161595,-28.430321
38,32.161606,-28.429892
38,32.161866,-28.430003
38,32.16176,-28.430049
38,32.161618,-28.430201
38,32.161557,-28.430062
39,32.162785,-28.431052
39,32.162648,-28.431052
39,32.162526,-28.431042
39,32.162297,-28.431422
39,32.162809,-28.430701
39,32.162156,-28.430993
39,32.162285,-28.431012
39,32.162675,-28.430703
39,32.162407,-28.431021
39,32.162556,-28.430682
40,32.162314,-28.430678
40,32.162434,-28.430672
40,32.162587,-28.430413
40,32.162186,-28.430642
40,32.162716,-28.430432
40,32.162457,-28.430401
40,32.162346,-28.430392
40,32.162736,-28.430071
40,32.162224,-28.430382
40,32.162095,-28.430373
41,32.163518,-28.431363
41,32.163395,-28.431302
41,32.163167,-28.431212
41,32.163056,-28.431153
41,32.163624,-28.431403
41,32.162926,-28.431092
41,32.163544,-28.430972
41,32.163426,-28.430872
41,32.163086,-28.430731
41,32.163464,-28.43075
42,32.162938,-28.430722
42,32.163476,-28.430642
42,32.163518,-28.430333
42,32.163117,-28.430472
42,32.163487,-28.430462
42,32.162964,-28.430453
42,32.162846,-28.430441
42,32.163148,-28.430092
42,32.163006,-28.430092
42,32.16286831,-28.43004998
43,32.163926,-28.430802
43,32.164506,-28.431422
43,32.164222,-28.430794
43,32.164235,-28.431082
43,32.164284,-28.430832
43,32.163876,-28.431052
43,32.164475,-28.430842
43,32.163738,-28.430998
43,32.164708,-28.431202
43,32.164826,-28.431242
44,32.164931,-28.431038
44,32.164998,-28.431033
44,32.165295,-28.431193
44,32.165097,-28.431061
44,32.165345,-28.431101
44,32.165024,-28.431323
44,32.165486,-28.430922
44,32.165394,-28.431021
44,32.165127,-28.431372
44,32.165246,-28.431412
45,32.163735,-28.430792
45,32.163758,-28.430642
45,32.164876,-28.429812
45,32.164889,-28.430113
45,32.163777,-28.430481
45,32.164864,-28.430182
45,32.164876,-28.429963
45,32.164986,-28.430232
45,32.165051,-28.429891
45,32.165113,-28.429721
46,32.165175,-28.430116
46,32.165196,-28.429833
46,32.165206,-28.429534
46,32.165331,-28.430106
46,32.165326,-28.429291
46,32.165394,-28.429383
46,32.165436,-28.429862
46,32.165337,-28.429852
46,32.165467,-28.429463
46,32.165406,-28.430222
47,32.16615,-28.431356
47,32.165948,-28.431462
47,32.165726,-28.43129
47,32.166485,-28.431302
47,32.165677,-28.431342
47,32.165627,-28.431431
47,32.166436,-28.431403
47,32.165787,-28.431153
47,32.165604,-28.430863
47,32.165707,-28.430802
48,32.165948,-28.430792
48,32.166077,-28.430783
48,32.166195,-28.430783
48,32.165825,-28.430771
48,32.166516,-28.430762
48,32.166318,-28.430771
48,32.166405,-28.430722
48,32.166237,-28.430262
48,32.166386,-28.430262
48,32.166054,-28.430241
49,32.165627,-28.429642
49,32.165707,-28.430222
49,32.165555,-28.429871
49,32.165819,-28.429374
49,32.165696,-28.429883
49,32.165555,-28.429553
49,32.165824,-28.429447
49,32.165886,-28.430232
49,32.165948,-28.429932
49,32.165986,-28.429501
50,32.166016,-28.429753
50,32.166035,-28.429621
50,32.166276,-28.429951
50,32.166207,-28.429371
50,32.166196,-28.430077
50,32.166276,-28.429772
50,32.166287,-28.429492
50,32.166295,-28.429633
50,32.166558,-28.429312
50,32.166577,-28.430123
51,32.166615,-28.430823
51,32.166615,-28.431252
51,32.166707,-28.430962
51,32.166737,-28.431061
51,32.167546,-28.430583
51,32.167466,-28.430382
51,32.167496,-28.430481
51,32.167595,-28.430682
51,32.167637,-28.430783
51,32.167676,-28.430872
52,32.167725,-28.430993
52,32.167767,-28.431101
52,32.167798,-28.431202
52,32.167824,-28.431302
52,32.167847,-28.431412
52,32.168034,-28.430651
52,32.167996,-28.430552
52,32.167946,-28.430453
52,32.168076,-28.430743
52,32.167904,-28.430342
53,32.166607,-28.430003
53,32.166615,-28.429472
53,32.166646,-28.429612
53,32.166662,-28.429923
53,32.167435,-28.430293
53,32.167447,-28.430163
53,32.166706,-28.429827
53,32.167477,-28.430012
53,32.167267,-28.429911
53,32.167397,-28.429753
54,32.167508,-28.429633
54,32.167607,-28.429522
54,32.167607,-28.429923
54,32.167946,-28.429375
54,32.167817,-28.429303
54,32.167935,-28.429553
54,32.167949,-28.430012
54,32.167805,-28.429692
54,32.167718,-28.429411
54,32.167725,-28.429793
55,32.168587,-28.431452
55,32.168557,-28.431311
55,32.168828,-28.431462
55,32.168274,-28.431372
55,32.168248,-28.431262
55,32.168225,-28.431162
55,32.168747,-28.431242
55,32.168496,-28.431162
55,32.168706,-28.431122
55,32.168194,-28.431052
56,32.168168,-28.430953
56,32.168137,-28.430842
56,32.168835,-28.430743
56,32.168689,-28.430787
56,32.168465,-28.430481
56,32.168557,-28.430542
56,32.168645,-28.430611
56,32.168835,-28.430401
56,32.168355,-28.430373
56,32.168747,-28.430333
57,32.168217,-28.430293
57,32.168126,-28.430201
57,32.168645,-28.430262
57,32.168545,-28.430192
57,32.168813,-28.429966
57,32.168366,-28.430062
57,32.168458,-28.430123
57,32.168267,-28.429991
57,32.168168,-28.429923
57,32.168711,-28.429893
58,32.168088,-28.429852
58,32.1686,-28.429848
58,32.168844,-28.429769
58,32.168545,-28.429692
58,32.168828,-28.429553
58,32.168736,-28.429492
58,32.168347,-28.429541
58,32.168645,-28.429411
58,32.168145,-28.429331
58,32.168545,-28.429331
59,32.169686,-28.431302
59,32.169797,-28.431113
59,32.169526,-28.430901
59,32.169434,-28.430832
59,32.169728,-28.431042
59,32.169625,-28.430972
59,32.169335,-28.430762
59,32.168915,-28.430811
59,32.169247,-28.430703
59,32.169754,-28.430644
60,32.169118,-28.430602
60,32.169026,-28.430542
60,32.169674,-28.430521
60,32.168934,-28.430472
60,32.169587,-28.430453
60,32.169396,-28.430321
60,32.169495,-28.430392
60,32.169297,-28.430253
60,32.169865,-28.430312
60,32.169777,-28.430241
61,32.168871,-28.430022
61,32.169125,-28.429303
61,32.169118,-28.430111
61,32.169118,-28.429734
61,32.169118,-28.429762
61,32.169205,-28.430172
61,32.169015,-28.430043
61,32.169217,-28.429833
61,32.169304,-28.429902
61,32.169217,-28.429371
62,32.169346,-28.429451
62,32.169495,-28.430031
62,32.169587,-28.430111
62,32.169568,-28.429612
62,32.169674,-28.429701
62,32.169396,-28.429972
62,32.169686,-28.430172
62,32.169926,-28.429753
62,32.169957,-28.429362
62,32.169835,-28.429852
63,32.170395,-28.430823
63,32.170254,-28.431033
63,32.170334,-28.430912
63,32.170186,-28.431122
63,32.170125,-28.431342
63,32.170098,-28.431443
63,32.170167,-28.431233
63,32.170456,-28.430731
63,32.170357,-28.430567
63,32.170575,-28.430521
64,32.170556,-28.430392
64,32.169964,-28.430382
64,32.17046563,-28.43022791
64,32.170487,-28.430272
64,32.170105,-28.43008
64,32.170296,-28.430123
64,32.170197,-28.430062
64,32.17096836,-28.43003011
64,32.1708737,-28.4299936
64,32.17120063,-28.42994106
65,32.170277,-28.429331
65,32.170487,-28.429572
65,32.170255,-28.429853
65,32.170205,-28.429718
65,32.170197,-28.429423
65,32.170685,-28.429713
65,32.170598,-28.429652
65,32.170025,-28.429652
65,32.170779,-28.429905
65,32.170796,-28.429331
66,32.170852,-28.429317
66,32.171086,-28.429331
66,32.170968,-28.429451
66,32.171128,-28.429862
66,32.171277,-28.429661
66,32.171425,-28.429501
66,32.17115193,-28.429348
66,32.171498,-28.429423
66,32.171597,-28.429312
66,32.171345,-28.429581
67,32.15907,-28.42919
67,32.15867366,-28.42924325
67,32.159195,-28.428977
67,32.158742,-28.428994
67,32.158944,-28.428809
67,32.158786,-28.428655
67,32.158524,-28.428137
67,32.158558,-28.428076
67,32.16021,-28.428301
67,32.159478,-28.428462
68,32.158661,-28.427989
68,32.159691,-28.427813
68,32.159338,-28.427274
68,32.159124,-28.42728
68,32.158951,-28.427485
68,32.15888936,-28.42728453
68,32.158558,-28.427659
68,32.159192,-28.42713
68,32.158982,-28.427188
68,32.160416,-28.427071
69,32.158582,-28.426359
69,32.158681,-28.426646
69,32.158623,-28.42599
69,32.1589371,-28.42619169
69,32.158962,-28.426767
69,32.159081,-28.426496
69,32.159401,-28.426123
69,32.159344,-28.426791
69,32.1596,-28.425589
69,32.15966954,-28.42597268
70,32.159844,-28.425915
70,32.159867,-28.426335
70,32.160054,-28.42558
70,32.159981,-28.42706
70,32.1601,-28.426647
70,32.160222,-28.426377
70,32.160133,-28.426468
70,32.160458,-28.425757
70,32.160451,-28.425942
70,32.160269,-28.42678
71,32.160805,-28.426747
71,32.160649,-28.426764
71,32.160603,-28.427113
71,32.160836,-28.427039
71,32.160477,-28.426552
71,32.160939,-28.426951
71,32.1614,-28.426802
71,32.161145,-28.427781
71,32.161137,-28.427403
71,32.161252,-28.428143
72,32.161725,-28.42698
72,32.161957,-28.427231
72,32.162026,-28.426812
72,32.16176,-28.426613
72,32.161995,-28.426922
72,32.161976,-28.427132
72,32.162026,-28.426701
72,32.161988,-28.427022
72,32.162037,-28.426592
72,32.162407,-28.427163
73,32.160531,-28.426526
73,32.160708,-28.426507
73,32.160996,-28.426381
73,32.16111,-28.42556
73,32.161069,-28.425696
73,32.16093775,-28.42627686
73,32.160955,-28.425533
73,32.160882,-28.426188
73,32.161065,-28.425932
73,32.161484,-28.425894
74,32.162045,-28.426491
74,32.162064,-28.426371
74,32.162087,-28.426152
74,32.162076,-28.426272
74,32.162106,-28.426062
74,32.162167,-28.425522
74,32.162156,-28.425622
74,32.162118,-28.425951
74,32.162144,-28.425732
74,32.162125,-28.425843
75,32.163655,-28.428933
75,32.163266,-28.428471
75,32.163216,-28.428893
75,32.163655,-28.428822
75,32.163254,-28.428572
75,32.163235,-28.428683
75,32.163697,-28.428462
75,32.163277,-28.428362
75,32.163228,-28.428792
75,32.163576,-28.428308
76,32.163285,-28.428252
76,32.163727,-28.428233
76,32.163296,-28.428141
76,32.163727,-28.428132
76,32.163315,-28.428042
76,32.163746,-28.428023
76,32.163315,-28.427931
76,32.163766,-28.427922
76,32.163796,-28.427783
76,32.163417,-28.427763
77,32.162636,-28.427151
77,32.162415,-28.427062
77,32.162716,-28.427521
77,32.162755,-28.427172
77,32.162457,-28.427493
77,32.162594,-28.427502
77,32.162987,-28.427022
77,32.162915,-28.427552
77,32.162907,-28.427111
77,32.163045,-28.427512
78,32.163167,-28.427441
78,32.163235,-28.427342
78,32.163758,-28.427641
78,32.163388,-28.427172
78,32.163636,-28.427552
78,32.163308,-28.427262
78,32.163537,-28.427012
78,32.163487,-28.427613
78,32.163846,-28.427262
78,32.163827,-28.427392
79,32.163067,-28.426962
79,32.162434,-28.426953
79,32.162457,-28.426732
79,32.162446,-28.426833
79,32.162797,-28.426602
79,32.162686,-28.426531
79,32.162465,-28.426623
79,32.162476,-28.426512
79,32.162495,-28.426411
79,32.163094,-28.426362
80,32.162507,-28.426281
80,32.162995,-28.426281
80,32.162816,-28.426152
80,32.162907,-28.426213
80,32.162716,-28.426081
80,32.162915,-28.425871
80,32.162835,-28.425812
80,32.162636,-28.426022
80,32.163094,-28.426013
80,32.163141,-28.425928
81,32.163716,-28.426812
81,32.163216,-28.426781
81,32.163807,-28.426741
81,32.163689,-28.426374
81,32.163846,-28.426552
81,32.163647,-28.426901
81,32.163592,-28.426282
81,32.163315,-28.426522
81,32.163445,-28.426611
81,32.163376,-28.426213
82,32.163296,-28.426152
82,32.163186,-28.426081
82,32.163807,-28.426041
82,32.163617,-28.425883
82,32.163518,-28.425822
82,32.163415,-28.425751
82,32.163315,-28.425702
82,32.163727,-28.425702
82,32.163815,-28.425612
82,32.163296,-28.425581
83,32.163968,-28.428732
83,32.163874,-28.428724
83,32.163995,-28.428587
83,32.163975,-28.428952
83,32.163968,-28.428862
83,32.164376,-28.429048
83,32.164017,-28.428372
83,32.164025,-28.428261
83,32.164395,-28.428881
83,32.164437,-28.428523
84,32.164437,-28.428402
84,32.164685,-28.429013
84,32.16473094,-28.42894389
84,32.164746,-28.428421
84,32.164727,-28.428542
84,32.164912,-28.428392
84,32.164708,-28.428792
84,32.164539,-28.428316
84,32.165024,-28.428912
84,32.165097,-28.429032
85,32.164036,-28.428153
85,32.164055,-28.427533
85,32.164055,-28.427931
85,32.164048,-28.428042
85,32.164067,-28.427811
85,32.164494,-28.427863
85,32.164097,-28.427672
85,32.164467,-28.428181
85,32.164486,-28.427971
85,32.164505,-28.428156
86,32.164506,-28.427752
86,32.164826,-28.427672
86,32.164807,-28.427882
86,32.164795,-28.427992
86,32.164815,-28.427771
86,32.164788,-28.428101
86,32.164845,-28.427542
86,32.164517,-28.427641
86,32.164536,-28.427521
86,32.164765,-28.428212
87,32.165177,-28.429121
87,32.165246,-28.429202
87,32.165295,-28.428692
87,32.165375,-28.428792
87,32.165467,-28.428881
87,32.165555,-28.428992
87,32.165577,-28.428652
87,32.165635,-28.429093
87,32.165677,-28.428763
87,32.165726,-28.429202
88,32.165757,-28.428853
88,32.166016,-28.429162
88,32.166096,-28.429263
88,32.165837,-28.428961
88,32.166195,-28.428853
88,32.165925,-28.429062
88,32.166108,-28.428742
88,32.166466,-28.429171
88,32.166287,-28.428961
88,32.166386,-28.429072
89,32.166016,-28.428631
89,32.165575,-28.42855
89,32.165207,-28.428591
89,32.165997,-28.428282
89,32.165838,-28.428372
89,32.165917,-28.428532
89,32.165417,-28.428452
89,32.165696,-28.428242
89,32.165875,-28.428141
89,32.165585,-28.428141
90,32.166127,-28.428113
90,32.166257,-28.428023
90,32.165764,-28.428023
90,32.165448,-28.428002
90,32.165307,-28.427762
90,32.166108,-28.427832
90,32.165707,-28.427832
90,32.165955,-28.427943
90,32.165326,-28.427472
90,32.165577,-28.427912
91,32.164105,-28.427071
91,32.163895,-28.427472
91,32.164216,-28.426842
91,32.164227,-28.427142
91,32.163975,-28.427111
91,32.164425,-28.427311
91,32.164315,-28.427231
91,32.164326,-28.426913
91,32.164433,-28.426946
91,32.164506,-28.427413
92,32.164506,-28.427033
92,32.164826,-28.427432
92,32.164616,-28.427102
92,32.164696,-28.427191
92,32.164776,-28.427311
92,32.164845,-28.426833
92,32.164967,-28.426913
92,32.165196,-28.427472
92,32.165085,-28.426993
92,32.165165,-28.426793
93,32.163907,-28.426121
93,32.163987,-28.425892
93,32.164116,-28.426272
93,32.164265,-28.426093
93,32.163937,-28.426651
93,32.164227,-28.426322
93,32.164177,-28.425692
93,32.164406,-28.426173
93,32.164445,-28.425892
93,32.164494,-28.426562
94,32.164567,-28.425992
94,32.164696,-28.426432
94,32.164727,-28.426741
94,32.164757,-28.426302
94,32.164837,-28.426562
94,32.165078,-28.426713
94,32.164986,-28.426152
94,32.164956,-28.426632
94,32.165127,-28.426253
94,32.164857,-28.426213
95,32.165497,-28.427441
95,32.165307,-28.426842
95,32.165467,-28.426852
95,32.165207,-28.427083
95,32.165516,-28.427083
95,32.165387,-28.427132
95,32.165627,-28.427401
95,32.165635,-28.427033
95,32.165886,-28.426802
95,32.165757,-28.427363
96,32.165917,-28.427323
96,32.165955,-28.427002
96,32.166028,-28.427252
96,32.166059,-28.426963
96,32.166535,-28.427151
96,32.166607,-28.426932
96,32.166535,-28.427012
96,32.166627,-28.427292
96,32.166756,-28.427332
96,32.166726,-28.426741
97,32.165738,-28.425562
97,32.165567,-28.426634
97,32.165207,-28.426342
97,32.165651,-28.426486
97,32.1658,-28.426586
97,32.165455,-28.425782
97,32.165417,-28.425622
97,32.165485,-28.426494
97,32.165295,-28.426442
97,32.165816,-28.425958
98,32.165875,-28.425633
98,32.165965,-28.426739
98,32.166029,-28.425751
98,32.1665738,-28.42620911
98,32.166607,-28.426351
98,32.166577,-28.425951
98,32.166225,-28.425692
98,32.166726,-28.425883
98,32.166497,-28.426093
98,32.166768,-28.426611
99,32.166836,-28.428492
99,32.167157,-28.42888
99,32.167485,-28.428801
99,32.16694961,-28.42853066
99,32.16730808,-28.4288745
99,32.166985,-28.428643
99,32.16709,-28.428809
99,32.167267,-28.428421
99,32.167077,-28.428292
99,32.167508,-28.428221
100,32.167569,-28.428768
100,32.167602,-28.428494
100,32.167822,-28.428541
100,32.167879,-28.428431
100,32.167916,-28.429192
100,32.168015,-28.429081
100,32.168046,-28.428252
100,32.168102,-28.428506
100,32.168114,-28.428532
100,32.168126,-28.428961
101,32.167336,-28.427083
101,32.167428,-28.427493
101,32.167195,-28.428153
101,32.167294,-28.428082
101,32.167286,-28.427182
101,32.167405,-28.427983
101,32.167225,-28.427521
101,32.166873,-28.427391
101,32.167096,-28.427472
101,32.166977,-28.427432
102,32.167515,-28.427863
102,32.167557,-28.427422
102,32.167576,-28.428162
102,32.167718,-28.428023
102,32.167756,-28.427271
102,32.167836,-28.427172
102,32.167798,-28.427943
102,32.167855,-28.427552
102,32.168057,-28.427693
102,32.168126,-28.428172
103,32.168217,-28.429251
103,32.168435,-28.428631
103,32.168416,-28.429013
103,32.168336,-28.428742
103,32.168328,-28.429112
103,32.168236,-28.428853
103,32.168545,-28.428511
103,32.168545,-28.428872
103,32.168625,-28.428801
103,32.168735,-28.428565
104,32.168767,-28.428662
104,32.168847,-28.429133
104,32.169007,-28.429211
104,32.168927,-28.429032
104,32.169144,-28.428792
104,32.169037,-28.428921
104,32.169247,-28.428702
104,32.169198,-28.429121
104,32.169346,-28.428591
104,32.169297,-28.428872
105,32.168642,-28.428424
105,32.16839,-28.428363
105,32.168891,-28.42838
105,32.168459,-28.42828
105,32.168716,-28.428361
105,32.168215,-28.428081
105,32.168749,-28.42818
105,32.168798,-28.428019
105,32.168448,-28.428206
105,32.168195,-28.427917
106,32.168477,-28.427823
106,32.168877,-28.427783
106,32.168565,-28.427782
106,32.169015,-28.427662
106,32.168206,-28.427542
106,32.168698,-28.427622
106,32.169236,-28.427363
106,32.168847,-28.427512
106,32.168458,-28.427252
106,32.168896,-28.427172
107,32.167164,-28.426781
107,32.167348,-28.426503
107,32.167107,-28.426873
107,32.167027,-28.427071
107,32.167084,-28.426972
107,32.166966,-28.426262
